,id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020,Price category
0,2595,Midtown,40.75362,-73.98377,Entire home/apt,225,15,10,48,0.39,1,Middle price
1,3831,Brooklyn,40.68514,-73.95976,Entire home/apt,89,188,1,295,4.67,1,Low price
2,5099,Manhattan,40.74767,-73.975,Entire home/apt,200,362,3,78,0.6,19,Middle price
3,5121,Bedford-Stuyvesant,40.68688,-73.95596,Private room,60,0,29,49,0.38,365,Low price
4,5178,Manhattan,40.76489,-73.98493,Private room,79,141,2,454,3.52,242,Low price
5,5238,Lower East Side,40.71344,-73.99037,Entire home/apt,150,86,1,161,1.29,1,Low price
6,5441,Manhattan,40.76076,-73.98867,Private room,85,323,3,204,1.56,10,Low price
7,5803,Park Slope,40.66829,-73.98779,Private room,89,12,4,175,1.35,0,Low price
8,6090,Manhattan,40.7353,-74.00525,Entire home/apt,120,226,180,27,0.22,271,Low price
9,6848,Williamsburg,40.70837,-73.95352,Entire home/apt,140,319,2,170,1.33,0,Low price
10,7097,Brooklyn,40.69169,-73.97185,Entire home/apt,199,15,1,215,1.79,0,Low price
11,7726,Brooklyn,40.67592,-73.94694,Entire home/apt,99,172,3,75,4.43,63,Low price
12,7801,Brooklyn,40.71842,-73.95718,Entire home/apt,299,14,3,9,0.07,1,Middle price
13,8024,Park Slope,40.68069,-73.97706,Private room,115,4,1,143,1.15,0,Low price
14,8025,Brooklyn,40.67989,-73.97798,Private room,80,4,1,41,0.37,150,Low price
15,8110,Brooklyn,40.68001,-73.97865,Private room,32,15,2,77,0.64,0,Low price
16,8490,Brooklyn,40.68371,-73.94028,Entire home/apt,120,63,2,105,0.84,296,Low price
17,8505,Brooklyn,40.65599,-73.97519,Private room,60,289,1,23,1.22,78,Low price
18,9518,Manhattan,40.86482,-73.92106,Private room,44,12,3,114,1.12,353,Low price
19,9657,East Village,40.7292,-73.98542,Entire home/apt,180,30,10,33,0.26,86,Low price
20,9668,Harlem,40.82245,-73.95104,Private room,50,17,3,256,2.07,361,Low price
21,9704,Harlem,40.81305,-73.95466,Private room,52,145,2,97,1.45,326,Low price
22,9783,Hamilton Heights,40.8213,-73.95318,Private room,50,13,3,286,2.37,1,Low price
23,10452,Brooklyn,40.6831,-73.95473,Private room,70,115,1,75,0.64,251,Low price
24,10962,Brooklyn,40.66869,-73.9878,Private room,89,26,4,177,1.43,349,Low price
25,11708,Bushwick,40.70186,-73.92745,Entire home/apt,85,301,2,253,2.06,43,Low price
26,12048,Lower East Side,40.71401,-73.98917,Shared room,40,76,1,219,1.78,0,Low price
27,12192,Alphabet City,40.7229,-73.98199,Private room,68,297,2,258,2.1,62,Low price
28,12318,Manhattan,40.79009,-73.97927,Private room,135,93,4,89,0.73,287,Low price
29,12343,Manhattan,40.81175,-73.94478,Entire home/apt,150,91,7,106,0.88,1,Low price
30,12627,Flatbush,40.65944,-73.96238,Entire home/apt,150,211,29,12,0.44,61,Low price
31,12937,Long Island City,40.74771,-73.9474,Private room,130,97,2,269,2.33,189,Low price
32,12940,Clinton Hill,40.68111,-73.95591,Entire home/apt,110,301,7,64,0.53,339,Low price
33,13050,Brooklyn,40.68554,-73.9409,Entire home/apt,120,268,3,12,0.1,0,Low price
34,13394,Fort Greene,40.69142,-73.97376,Private room,80,28,3,142,1.17,281,Low price
35,13808,Bedford-Stuyvesant,40.68043,-73.93934,Private room,80,172,1,135,1.17,223,Low price
36,14287,Upper West Side,40.78635,-73.97008,Entire home/apt,151,60,3,86,0.71,56,Low price
37,14290,Williamsburg,40.7042,-73.9356,Entire home/apt,228,205,3,88,0.72,170,Middle price
38,14314,Greenpoint,40.73506,-73.95392,Entire home/apt,149,133,2,366,3.01,269,Low price
39,14322,Kips Bay,40.73961,-73.98074,Entire home/apt,200,137,7,19,0.2,324,Middle price
40,14377,Williamsburg,40.70881,-73.9593,Entire home/apt,150,360,30,111,0.91,0,Low price
41,14468,Manhattan,40.74354,-73.98122,Private room,85,90,3,20,0.71,310,Low price
42,14991,Manhattan,40.72004,-73.99104,Private room,110,13,5,19,0.16,323,Low price
43,15220,Hell's Kitchen,40.75531,-73.99293,Private room,69,89,2,311,2.57,1,Low price
44,15338,Brooklyn,40.72401,-73.93788,Private room,49,24,4,146,1.21,353,Low price
45,15341,Manhattan,40.7221,-73.99775,Entire home/apt,180,267,14,25,0.33,11,Low price
46,15385,Williamsburg,40.71185,-73.96204,Private room,90,33,2,46,0.4,221,Low price
47,15729,Brooklyn,40.67695,-74.01121,Private room,89,26,12,25,0.22,1,Low price
48,16326,Brooklyn,40.67811,-73.96428,Entire home/apt,200,182,30,147,1.31,335,Middle price
49,16338,Clinton Hill,40.69,-73.96788,Private room,45,85,7,27,0.22,240,Low price
50,16421,Midtown,40.75979,-73.99119,Private room,52,142,30,193,1.59,235,Low price
51,16580,East Village,40.72649,-73.97904,Private room,80,242,1,379,4.95,136,Low price
52,16595,Brooklyn,40.70933,-73.96792,Entire home/apt,250,3,1,163,1.47,363,Middle price
53,16821,Alphabet City,40.72298,-73.98474,Private room,99,18,1,113,1.27,356,Low price
54,16974,East Harlem,40.80164,-73.93922,Entire home/apt,225,155,4,206,1.7,0,Middle price
55,17092,Hell's Kitchen,40.76342,-73.98865,Private room,51,121,5,27,0.47,116,Low price
56,17693,Manhattan,40.83139,-73.94095,Private room,65,29,2,59,1.66,358,Low price
57,17747,Clinton Hill,40.68346,-73.96374,Private room,105,115,2,124,1.04,0,Low price
58,18127,Manhattan,40.72828,-73.98801,Entire home/apt,170,113,5,21,0.19,333,Low price
59,18195,Queens,40.7459,-73.90764,Private room,90,55,7,20,0.17,143,Low price
60,18590,Fort Greene,40.6932,-73.97267,Private room,95,219,3,150,1.28,0,Low price
61,18728,Meatpacking District,40.74138,-74.00197,Private room,150,74,4,180,1.69,296,Low price
62,18764,Williamsburg,40.71154,-73.96112,Private room,145,54,3,63,0.53,324,Low price
63,19159,Harlem,40.82915,-73.95136,Entire home/apt,110,65,31,55,0.48,190,Low price
64,19169,Lower East Side,40.71851,-73.98892,Entire home/apt,285,111,5,76,0.64,1,Middle price
65,19282,Flatbush,40.65401,-73.96323,Entire home/apt,130,362,6,17,0.15,94,Low price
66,19601,Brooklyn Heights,40.69723,-73.99268,Entire home/apt,2000,211,1,25,0.23,93,High price
67,19812,Brooklyn,40.71833,-73.95748,Entire home/apt,105,62,3,61,0.51,295,Low price
68,20299,Manhattan,40.72334,-73.9844,Private room,60,300,3,208,1.78,67,Low price
69,20611,Brooklyn,40.71156,-73.96218,Private room,85,40,3,190,1.61,1,Low price
70,20717,Prospect Heights,40.67832,-73.97243,Private room,85,11,1,32,0.43,331,Low price
71,20724,Bushwick,40.70032,-73.9383,Private room,65,29,5,30,0.33,280,Low price
72,20734,Brooklyn,40.68233,-73.97261,Entire home/apt,135,312,3,186,3.46,0,Low price
73,20755,Clinton Hill,40.68634,-73.966,Private room,98,25,7,18,0.21,342,Low price
74,20853,Brooklyn,40.68035,-73.97162,Entire home/apt,250,311,21,23,0.31,158,Middle price
75,21293,Brooklyn,40.70093,-73.92609,Entire home/apt,105,302,3,131,1.11,0,Low price
76,21456,Upper West Side,40.79764,-73.96177,Entire home/apt,140,117,30,82,0.69,320,Low price
77,21644,Manhattan,40.82803,-73.94731,Private room,89,0,1,3,0.21,365,Low price
78,21794,Chelsea,40.74008,-74.00271,Private room,111,6,7,35,0.3,343,Low price
79,22911,Bedford-Stuyvesant,40.68413,-73.92357,Entire home/apt,125,115,7,139,1.18,230,Low price
80,23135,Carroll Gardens,40.67967,-74.00154,Entire home/apt,175,7,2,254,2.18,348,Low price
81,23686,West Village,40.73096,-74.00319,Entire home/apt,500,118,5,48,0.54,253,High price
82,24143,Brooklyn,40.71332,-73.94177,Private room,101,46,3,344,2.97,153,Low price
83,24285,Brooklyn,40.66941,-73.98109,Entire home/apt,220,44,30,88,0.76,9,Middle price
84,25235,Bedford-Stuyvesant,40.68373,-73.92377,Entire home/apt,125,138,5,167,1.44,1,Low price
85,25406,Williamsburg,40.71459,-73.94844,Entire home/apt,80,7,30,29,0.37,0,Low price
86,25696,Manhattan,40.8092,-73.94421,Private room,100,30,2,188,1.7,343,Low price
87,26012,Gowanus,40.68157,-73.98989,Entire home/apt,200,323,30,20,0.2,64,Middle price
88,26362,Midtown,40.75527,-73.99291,Private room,59,59,2,357,3.07,310,Low price
89,26520,Brooklyn,40.68698,-73.96572,Private room,125,84,2,26,0.25,352,Low price
90,26559,Manhattan,40.7288,-73.98192,Entire home/apt,140,50,7,12,0.12,157,Low price
91,26785,Park Slope,40.66853,-73.98912,Entire home/apt,120,57,30,469,4.06,0,Low price
92,26969,Williamsburg,40.71942,-73.95748,Entire home/apt,325,266,3,341,3.03,154,Middle price
93,27385,East Village,40.72555,-73.97965,Entire home/apt,225,47,1,123,1.07,340,Middle price
94,27531,Park Slope,40.66831,-73.98604,Private room,99,294,2,360,3.11,0,Low price
95,27644,Hamilton Heights,40.82754,-73.94919,Entire home/apt,170,13,2,207,2.05,348,Low price
96,27659,Brooklyn,40.66499,-73.97925,Entire home/apt,400,45,2,16,0.22,331,Middle price
97,27759,Manhattan,40.77842,-73.97556,Entire home/apt,170,275,7,18,0.16,97,Low price
98,28321,Lefferts Garden,40.65593,-73.96053,Private room,75,4,2,9,0.08,355,Low price
99,28907,Manhattan,40.778,-73.94822,Entire home/apt,150,364,5,21,0.18,1,Low price
100,29013,Bedford-Stuyvesant,40.68332,-73.9547,Private room,70,73,3,63,0.55,260,Low price
101,29455,Manhattan,40.81618,-73.94894,Entire home/apt,120,75,30,162,1.42,296,Low price
102,29628,Brooklyn,40.68414,-73.96351,Private room,89,38,3,276,2.39,306,Low price
103,31130,Manhattan,40.76754,-73.98399,Private room,130,24,30,60,0.52,318,Low price
104,31902,Flatlands,40.63188,-73.93248,Private room,77,187,2,4,0.03,178,Low price
105,31994,Clinton Hill,40.6873,-73.9634,Private room,76,53,2,442,3.86,0,Low price
106,32023,Brooklyn,40.68296,-73.93662,Entire home/apt,125,142,3,253,2.22,239,Low price
107,32037,Brooklyn,40.6863,-73.96765,Private room,135,4,4,90,0.79,356,Low price
108,32100,Greenpoint,40.73409,-73.95348,Entire home/apt,250,302,29,3,0.03,156,Middle price
109,32289,Brooklyn,40.71561,-73.94835,Entire home/apt,199,165,3,10,0.09,30,Low price
110,32329,Manhattan,40.72895,-73.98377,Entire home/apt,160,13,14,3,0.03,349,Low price
111,32363,Kew Garden Hills,40.74028,-73.83168,Private room,140,242,2,1,0.01,63,Low price
112,32965,Bedford-Stuyvesant,40.68281,-73.93524,Entire home/apt,115,132,3,136,1.76,225,Low price
113,32969,Brooklyn,40.71596,-73.93938,Entire home/apt,160,31,3,11,0.11,206,Low price
114,33009,Brooklyn,40.71492,-73.95935,Entire home/apt,195,26,4,249,2.17,290,Low price
115,33223,Williamsburg,40.71165,-73.96087,Private room,80,40,3,213,1.89,316,Low price
116,34760,Fort Greene,40.69101,-73.97312,Private room,44,51,8,28,0.91,0,Low price
117,36121,Brooklyn,40.67386,-73.96641,Private room,85,140,15,9,0.08,349,Low price
118,36442,Brooklyn,40.6741,-73.96595,Entire home/apt,115,47,15,4,0.05,307,Low price
119,36647,Harlem,40.79295,-73.93997,Private room,69,177,2,34,0.3,0,Low price
120,36703,Manhattan,40.73226,-74.00401,Entire home/apt,225,6,45,135,1.19,350,Middle price
121,36934,Brooklyn,40.71363,-73.96398,Entire home/apt,125,116,6,27,0.24,324,Low price
122,38638,Manhattan,40.77711,-73.9527,Entire home/apt,219,51,4,132,1.16,216,Middle price
123,38663,Brooklyn,40.68559,-73.98094,Entire home/apt,475,28,3,23,0.25,195,Middle price
124,39267,Upper East Side,40.77456,-73.95323,Entire home/apt,99,148,1,252,2.65,158,Low price
125,39282,Brooklyn,40.71088,-73.95055,Private room,69,210,4,211,1.85,70,Low price
126,39572,Hell's Kitchen,40.76233,-73.98854,Private room,119,13,3,44,0.39,307,Low price
127,39593,Sunnyside,40.74559,-73.92313,Private room,79,361,30,28,0.25,105,Low price
128,39704,Bedford-Stuyvesant,40.68306,-73.94659,Entire home/apt,135,355,2,334,2.95,2,Low price
129,40039,DUMBO,40.70207,-73.98571,Private room,250,41,3,14,0.12,333,Middle price
130,41348,Gowanus,40.66858,-73.99083,Entire home/apt,250,161,2,150,2.73,1,Middle price
131,42580,Brooklyn,40.68843,-73.96408,Private room,70,16,2,317,3.54,0,Low price
132,42729,Carroll Gardens,40.6783,-74.00135,Entire home/apt,165,16,2,167,1.49,363,Low price
133,42882,Staten Island,40.64524,-74.08088,Private room,70,46,2,173,1.65,323,Low price
134,43957,Bushwick,40.70641,-73.91765,Private room,50,302,2,71,1.29,52,Low price
135,44096,Highbridge,40.83232,-73.93184,Private room,45,7,1,262,2.33,351,Low price
136,44161,Brooklyn,40.71045,-73.9677,Entire home/apt,150,60,2,193,1.7,1,Low price
137,44212,East Village,40.72518,-73.98034,Private room,125,36,1,94,0.83,346,Low price
138,44229,Fort Greene,40.69098,-73.97113,Private room,110,14,2,228,2.04,353,Low price
139,44288,West Village,40.73756,-74.00405,Entire home/apt,170,57,3,88,0.78,340,Low price
140,44506,Manhattan,40.81526,-73.94791,Entire home/apt,165,107,30,91,0.81,209,Low price
141,45393,Manhattan,40.73423,-74.0046,Entire home/apt,150,348,26,38,0.34,303,Low price
142,45542,Manhattan,40.82374,-73.9373,Entire home/apt,100,362,2,18,1.2,0,Low price
143,45556,Fort Greene,40.68863,-73.97691,Private room,65,197,2,241,2.15,0,Low price
144,45910,Ridgewood,40.70382,-73.89797,Entire home/apt,350,0,4,13,0.13,365,Middle price
145,45936,Manhattan,40.80549,-73.95924,Private room,99,21,4,126,1.16,357,Low price
146,45940,Brooklyn,40.71627,-73.9587,Entire home/apt,200,3,1,35,0.56,13,Middle price
147,46544,Brooklyn,40.67994,-73.97863,Entire home/apt,150,297,4,55,0.5,32,Low price
148,46723,Brooklyn,40.67992,-73.9475,Private room,90,6,3,130,1.16,362,Low price
149,46911,Brooklyn,40.67868,-73.97307,Private room,120,159,3,51,0.46,197,Low price
150,47199,Manhattan,40.76834,-73.95334,Private room,75,28,3,219,1.94,344,Low price
151,47362,Bedford-Stuyvesant,40.68237,-73.9415,Entire home/apt,175,0,26,30,0.27,365,Low price
152,48719,Lower East Side,40.71882,-73.98852,Entire home/apt,299,301,30,116,1.06,10,Middle price
153,50447,Brooklyn,40.6693,-73.98804,Entire home/apt,135,228,5,162,1.47,177,Low price
154,51572,Chelsea,40.74859,-73.99671,Private room,123,23,1,391,3.51,0,Low price
155,51850,Jamaica,40.67252,-73.76597,Private room,55,29,2,53,0.48,307,Low price
156,53137,Manhattan,40.76244,-73.99271,Entire home/apt,195,145,5,10,0.67,1,Low price
157,53469,Queens,40.71722,-73.87856,Entire home/apt,98,0,7,33,0.3,321,Low price
158,53470,Queens,40.70234,-73.89816,Private room,160,0,4,6,0.06,365,Low price
159,53477,Middle Village,40.71546,-73.87854,Entire home/apt,265,0,7,39,0.37,365,Middle price
160,54453,Manhattan,40.76548,-73.98474,Shared room,105,2,6,10,0.09,363,Low price
161,54508,Prospect Heights,40.6787,-73.97262,Private room,100,124,2,284,2.55,1,Low price
162,54544,Manhattan,40.81035,-73.94598,Entire home/apt,121,43,1,119,1.1,329,Low price
163,54626,Highbridge,40.83075,-73.93058,Private room,50,8,1,173,1.72,0,Low price
164,54860,East Harlem,40.79958,-73.94275,Private room,100,141,5,223,2.01,206,Low price
165,55467,Williamsburg,40.71625,-73.93845,Entire home/apt,140,257,2,273,3.09,112,Low price
166,55668,Manhattan,40.72773,-73.99134,Private room,130,284,2,115,1.11,63,Low price
167,55959,Williamsburg,40.70979,-73.95162,Private room,69,196,4,86,1.11,67,Low price
168,55982,Fort Greene,40.68656,-73.97525,Private room,68,361,3,37,0.33,0,Low price
169,56467,East Village,40.72752,-73.98432,Entire home/apt,130,197,1,223,2.12,98,Low price
170,56859,Harlem,40.81219,-73.94499,Private room,64,22,1,203,1.86,328,Low price
171,57297,Cobble Hill,40.68926,-73.99386,Entire home/apt,159,11,2,234,2.14,340,Low price
172,57468,Manhattan,40.72821,-73.98701,Entire home/apt,189,333,3,205,1.87,0,Low price
173,57618,Hell's Kitchen,40.7672,-73.98508,Entire home/apt,250,333,3,101,0.98,0,Middle price
174,57740,Manhattan,40.73012,-73.99053,Entire home/apt,239,13,4,7,0.06,353,Middle price
175,57754,Manhattan,40.7403,-73.98498,Entire home/apt,305,49,2,114,1.1,314,Middle price
176,58059,Harlem,40.8251,-73.94287,Private room,60,178,1,491,4.68,286,Low price
177,58062,Park Slope,40.6585,-73.98397,Private room,135,150,2,23,0.27,226,Low price
178,58467,Roosevelt Island,40.76193,-73.9501,Private room,120,7,7,21,0.34,307,Low price
179,59014,Manhattan,40.72052,-73.98589,Entire home/apt,150,27,3,50,0.46,264,Low price
180,59121,Queens,40.70411,-73.89934,Entire home/apt,145,0,4,2,0.02,358,Low price
181,59855,Manhattan,40.7589,-73.96991,Entire home/apt,250,207,30,82,0.75,0,Middle price
182,60164,Soho,40.72003,-74.00262,Entire home/apt,500,235,4,103,1.03,354,High price
183,60611,East Harlem,40.79163,-73.94573,Entire home/apt,130,14,28,187,1.78,1,Low price
184,60666,Harlem,40.8118,-73.94434,Private room,92,22,1,205,1.89,325,Low price
185,60673,Manhattan,40.81583,-73.94707,Private room,175,0,2,3,0.21,365,Low price
186,60680,Manhattan,40.72654,-73.98049,Entire home/apt,99,16,4,144,1.32,330,Low price
187,60948,East Harlem,40.80942,-73.93936,Entire home/apt,140,130,30,147,1.35,225,Low price
188,61492,Lower East Side,40.71445,-73.9908,Private room,125,14,4,178,1.78,350,Low price
189,62427,Manhattan,40.7268,-73.99079,Entire home/apt,135,361,4,60,0.59,11,Low price
190,62430,Brooklyn,40.688,-73.9171,Entire home/apt,99,289,3,123,2.16,34,Low price
191,62452,Staten Island,40.63536,-74.08537,Private room,38,23,2,204,1.87,0,Low price
192,62461,West Brighton,40.63627,-74.08543,Private room,38,40,2,155,1.45,354,Low price
193,62465,East Village,40.72763,-73.9835,Private room,129,11,5,86,1.33,348,Low price
194,62787,West Brighton,40.63518,-74.08546,Private room,37,31,2,190,1.75,348,Low price
195,62891,Alphabet City,40.72477,-73.98161,Entire home/apt,175,36,3,194,1.78,257,Low price
196,62903,Chelsea,40.74238,-73.99567,Entire home/apt,205,313,6,66,0.71,79,Middle price
197,62925,Greenpoint,40.72945,-73.95511,Entire home/apt,285,19,3,126,1.18,339,Middle price
198,63299,Brooklyn,40.70763,-73.95177,Private room,59,344,2,205,1.91,35,Low price
199,63320,Staten Island,40.63481,-74.08519,Private room,38,25,2,386,3.53,347,Low price
200,63360,Queens,40.75384,-73.91433,Entire home/apt,99,34,5,457,4.43,315,Low price
201,63546,Brooklyn,40.64106,-73.97426,Private room,39,0,1,46,0.44,365,Low price
202,63610,Eastchester,40.88057,-73.83572,Entire home/apt,105,19,2,41,0.51,347,Low price
203,63657,Brooklyn,40.68236,-73.94314,Entire home/apt,135,342,2,266,2.45,3,Low price
204,63719,Brooklyn,40.68503,-73.95385,Private room,70,57,3,37,0.4,216,Low price
205,64000,Williamsburg,40.7069,-73.95467,Private room,60,1,29,14,0.13,1,Low price
206,64107,Brooklyn,40.6778,-73.94339,Private room,100,13,3,304,2.8,354,Low price
207,64277,Bedford-Stuyvesant,40.68317,-73.94701,Private room,70,27,4,18,0.21,364,Low price
208,64314,Crown Heights,40.6761,-73.9529,Private room,110,0,6,109,1.0,365,Low price
209,64365,Brooklyn,40.67586,-73.95155,Private room,60,29,2,241,2.3,332,Low price
210,64837,East Village,40.72321,-73.98157,Private room,68,303,2,211,1.94,21,Low price
211,65268,Bedford-Stuyvesant,40.68276,-73.95264,Private room,75,230,5,64,0.64,218,Low price
212,65562,East Village,40.72956,-73.98158,Entire home/apt,129,27,7,5,0.13,219,Low price
213,65615,Williamsburg,40.71069,-73.95175,Entire home/apt,130,295,10,53,0.49,33,Low price
214,65660,Williamsburg,40.70863,-73.94641,Entire home/apt,95,284,4,149,1.37,74,Low price
215,65813,Hamilton Heights,40.82888,-73.94307,Private room,75,7,3,20,0.24,337,Low price
216,65834,Brooklyn,40.67319,-73.97323,Entire home/apt,175,264,2,11,0.1,7,Low price
217,66008,Brooklyn,40.67846,-73.99443,Entire home/apt,190,20,3,59,0.63,322,Low price
218,66251,Manhattan,40.72681,-73.98534,Entire home/apt,212,308,3,81,1.44,71,Middle price
219,66275,Lower East Side,40.71904,-73.99392,Private room,95,27,1,130,1.26,340,Low price
220,66718,Harlem,40.81322,-73.95306,Entire home/apt,135,167,6,200,1.9,1,Low price
221,66741,Park Slope,40.67732,-73.98225,Entire home/apt,150,64,2,238,2.21,0,Low price
222,66974,Brooklyn,40.68076,-73.9896,Entire home/apt,190,77,3,76,0.83,327,Low price
223,67288,Harlem,40.79603,-73.94903,Entire home/apt,124,70,28,25,0.28,137,Low price
224,67299,Williamsburg,40.71492,-73.96282,Entire home/apt,135,282,30,58,0.55,85,Low price
225,67397,Morningside Heights,40.80393,-73.95838,Private room,122,25,3,109,1.04,0,Low price
226,68099,Manhattan,40.80082,-73.9652,Private room,109,18,1,112,1.08,365,Low price
227,68403,Bedford-Stuyvesant,40.683,-73.91981,Entire home/apt,145,297,3,140,1.32,73,Low price
228,68735,Manhattan,40.78971,-73.9729,Entire home/apt,195,41,11,32,0.32,318,Low price
229,68765,Brooklyn,40.67817,-73.99495,Entire home/apt,250,120,2,126,1.49,0,Middle price
230,68974,Chinatown,40.71943,-73.99627,Entire home/apt,575,41,2,209,1.96,329,High price
231,69894,Manhattan,40.78,-73.98249,Entire home/apt,150,335,30,49,0.53,0,Low price
232,70095,Manhattan,40.86713,-73.92811,Private room,90,216,2,129,1.29,0,Low price
233,70128,Manhattan,40.73198,-73.98881,Private room,65,248,31,53,0.6,0,Low price
234,70279,Red Hook,40.67714,-74.0113,Entire home/apt,185,3,14,64,0.61,364,Low price
235,70609,East Village,40.72542,-73.97986,Entire home/apt,500,47,2,53,0.5,1,High price
236,71010,Manhattan,40.83494,-73.93869,Entire home/apt,265,12,3,34,0.43,328,Middle price
237,71248,Manhattan,40.71659,-73.98945,Entire home/apt,125,198,25,46,0.43,93,Low price
238,71366,Manhattan,40.72966,-74.00243,Entire home/apt,200,159,30,41,0.44,94,Middle price
239,71812,Kingsbridge Heights,40.87207,-73.90193,Entire home/apt,92,210,8,6,0.36,186,Low price
240,72190,Upper West Side,40.77728,-73.97818,Entire home/apt,110,314,13,38,0.37,0,Low price
241,72265,Greenpoint,40.72646,-73.95341,Private room,59,304,3,32,0.38,73,Low price
242,74073,Brooklyn,40.71015,-73.96101,Entire home/apt,195,305,3,81,0.79,136,Low price
243,74240,Brooklyn,40.71903,-73.9597,Entire home/apt,169,115,1,69,0.65,82,Low price
244,74680,Queens,40.77635,-73.93426,Entire home/apt,115,41,2,219,2.12,0,Low price
245,75193,Brooklyn,40.71398,-73.95763,Private room,69,317,2,244,2.29,0,Low price
246,75635,Lower East Side,40.71876,-73.98394,Entire home/apt,150,174,3,311,2.91,1,Low price
247,76761,Park Slope,40.66552,-73.99019,Entire home/apt,169,211,2,420,3.99,0,Low price
248,77765,Brooklyn,40.73749,-73.95292,Hotel room,179,9,3,38,0.36,19,Low price
249,77936,Manhattan,40.76248,-73.9913,Private room,150,296,3,46,0.44,150,Low price
250,79782,Williamsburg,40.70495,-73.95436,Private room,120,10,20,80,0.76,265,Low price
251,80493,East Village,40.72329,-73.98486,Private room,75,139,2,192,1.82,327,Low price
252,80684,Greenpoint,40.73776,-73.95327,Hotel room,349,9,3,8,0.08,17,Middle price
253,80700,Greenpoint,40.73738,-73.95482,Private room,349,6,3,7,0.07,22,Middle price
254,80924,Brooklyn,40.67542,-73.98142,Entire home/apt,165,84,30,35,0.49,291,Low price
255,81739,Brooklyn,40.73842,-73.95312,Private room,249,9,3,2,0.02,22,Middle price
256,82550,Brooklyn,40.69441,-73.99771,Entire home/apt,200,245,3,90,0.91,88,Middle price
257,82638,Alphabet City,40.72399,-73.98374,Entire home/apt,169,55,3,258,2.46,321,Low price
258,82928,Brooklyn,40.6824,-73.94615,Entire home/apt,185,26,3,66,1.38,300,Low price
259,83446,Brooklyn,40.68819,-73.97258,Entire home/apt,130,257,35,6,0.06,0,Low price
260,83847,Alphabet City,40.72451,-73.98094,Entire home/apt,225,358,2,36,0.34,72,Middle price
261,84010,Brooklyn,40.73813,-73.95394,Hotel room,179,9,3,16,0.16,22,Low price
262,84659,East Village,40.72843,-73.98895,Entire home/apt,159,314,1,416,3.96,200,Low price
263,84905,Manhattan,40.71271,-73.99776,Private room,95,290,3,239,2.27,69,Low price
264,85094,Crown Heights,40.66966,-73.94735,Entire home/apt,79,219,15,12,0.11,150,Low price
265,86215,Lower East Side,40.71965,-73.98766,Entire home/apt,199,200,2,162,1.54,137,Low price
266,87279,Manhattan,40.80783,-73.93878,Private room,69,18,1,127,1.21,356,Low price
267,89621,Bedford-Stuyvesant,40.68048,-73.94911,Entire home/apt,90,13,3,234,2.31,354,Low price
268,93313,Bedford-Stuyvesant,40.68314,-73.93963,Entire home/apt,120,51,2,88,0.84,312,Low price
269,94035,Queens,40.75961,-73.91117,Private room,80,15,1,48,1.2,356,Low price
270,94477,Bedford-Stuyvesant,40.69305,-73.93185,Entire home/apt,175,92,2,395,3.8,157,Low price
271,94783,Brooklyn,40.67174,-73.95663,Entire home/apt,120,20,5,108,1.03,337,Low price
272,95747,Williamsburg,40.71055,-73.95098,Entire home/apt,140,27,7,13,0.12,63,Low price
273,95883,Bedford-Stuyvesant,40.69465,-73.95458,Entire home/apt,200,361,5,5,0.08,157,Middle price
274,96471,Clinton Hill,40.68413,-73.96542,Private room,165,4,4,12,0.12,356,Low price
275,98663,Manhattan,40.74893,-73.99544,Entire home/apt,130,146,30,19,0.19,0,Low price
276,99070,Harlem,40.79406,-73.94102,Shared room,65,203,7,133,1.27,146,Low price
277,100002,Manhattan,40.85295,-73.93361,Private room,67,21,2,148,1.42,0,Low price
278,100186,Gowanus,40.66918,-73.99187,Entire home/apt,130,176,5,100,0.97,61,Low price
279,100368,Manhattan,40.7395,-74.00123,Entire home/apt,279,56,31,32,0.31,95,Middle price
280,101053,Brooklyn,40.71125,-73.95613,Entire home/apt,100,356,5,33,0.32,10,Low price
281,102995,Upper West Side,40.78558,-73.9696,Entire home/apt,212,342,21,45,0.43,3,Middle price
282,103161,Brooklyn,40.71577,-73.96053,Entire home/apt,250,3,3,132,1.75,343,Middle price
283,103311,Brooklyn,40.73861,-73.95485,Private room,599,9,3,9,0.09,0,High price
284,103806,Manhattan,40.72577,-73.98745,Entire home/apt,249,14,5,171,1.65,356,Middle price
285,105469,The Rockaways,40.58615,-73.81245,Private room,70,2,3,14,0.13,364,Low price
286,105510,Brooklyn,40.67086,-73.94872,Entire home/apt,100,30,30,16,0.16,365,Low price
287,106363,Manhattan,40.82773,-73.95231,Private room,60,101,3,404,3.88,1,Low price
288,106647,Clinton Hill,40.68505,-73.95684,Entire home/apt,135,177,2,94,0.9,6,Low price
289,107630,Brooklyn,40.72911,-73.95493,Entire home/apt,175,23,3,263,2.55,0,Low price
290,107895,Upper West Side,40.77944,-73.98567,Entire home/apt,120,232,5,55,0.59,117,Low price
291,112359,Upper East Side,40.78491,-73.9508,Entire home/apt,225,75,2,58,0.56,337,Middle price
292,112435,Fort Greene,40.69088,-73.97307,Private room,95,15,2,172,1.66,335,Low price
293,113265,Crown Heights,40.67555,-73.95057,Private room,55,62,2,265,2.56,0,Low price
294,114229,Lower East Side,40.71895,-73.99434,Entire home/apt,211,0,1,67,0.73,1,Middle price
