,id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020,Price category
8698,13669423,Flatiron District,40.74023,-73.98443,Entire home/apt,185,52,30,9,0.25,365,Low price
8699,13669064,Flatiron District,40.73969,-73.98445,Entire home/apt,150,187,30,7,0.17,349,Low price
8700,8809245,Flatiron District,40.73563,-73.98801,Entire home/apt,410,294,30,4,0.16,298,Middle price
8701,21823931,Flushing,40.75899,-73.82245,Entire home/apt,90,43,30,3,0.2,327,Low price
8702,21109039,Flushing,40.75951,-73.82189,Entire home/apt,110,88,30,6,0.26,265,Low price
8703,23799904,Flushing,40.76035,-73.82181,Entire home/apt,85,116,30,3,0.15,307,Low price
8704,20466016,Flushing,40.75947,-73.82263,Entire home/apt,100,127,30,9,0.35,111,Low price
8705,20835909,Flushing,40.75918,-73.82922,Entire home/apt,111,196,30,23,0.85,140,Low price
8706,5442054,Fort Greene,40.68969,-73.97797,Entire home/apt,215,84,30,1,0.08,247,Middle price
8707,3785438,Fort Greene,40.68961,-73.97781,Entire home/apt,174,184,30,5,0.09,362,Low price
8708,2936517,Gowanus,40.68322,-73.98968,Entire home/apt,186,204,30,192,2.82,325,Low price
8709,949713,Gowanus,40.6745,-73.99582,Entire home/apt,400,257,30,31,0.38,81,Middle price
8710,4509560,Gramercy Park,40.73505,-73.98212,Entire home/apt,140,0,30,9,0.15,285,Low price
8711,5940920,Gramercy Park,40.73536,-73.98393,Entire home/apt,209,26,30,28,0.5,162,Middle price
8712,14366544,Gramercy Park,40.73486,-73.98611,Entire home/apt,179,31,30,4,0.1,63,Low price
8713,4621217,Gramercy Park,40.73346,-73.98216,Entire home/apt,140,59,30,7,0.12,350,Low price
8714,13077215,Gramercy Park,40.7382,-73.98301,Entire home/apt,245,248,30,1,0.08,75,Middle price
8715,9473889,Gravesend,40.59592,-73.97523,Entire home/apt,85,57,30,9,0.19,83,Low price
8716,25005483,Great Kills,40.54639,-74.13706,Entire home/apt,180,16,30,9,0.55,348,Low price
8717,2075453,Greenpoint,40.72532,-73.93992,Entire home/apt,199,0,30,8,0.13,178,Low price
8718,4295603,Greenpoint,40.7255,-73.9409,Entire home/apt,129,0,30,1,0.02,190,Low price
8719,5278927,Greenpoint,40.72546,-73.94046,Entire home/apt,129,0,30,8,0.15,308,Low price
8720,2314553,Greenpoint,40.72727,-73.93986,Entire home/apt,129,0,30,5,0.12,330,Low price
8721,2214710,Greenpoint,40.72572,-73.94031,Entire home/apt,159,0,30,1,0.73,339,Low price
8722,2126576,Greenpoint,40.72552,-73.94195,Entire home/apt,199,0,30,4,0.06,339,Low price
8723,5414471,Greenpoint,40.72533,-73.94014,Entire home/apt,129,0,30,2,0.11,340,Low price
8724,2466770,Greenpoint,40.72574,-73.94146,Entire home/apt,129,0,30,5,0.08,352,Low price
8725,3038797,Greenpoint,40.7276,-73.94029,Entire home/apt,129,0,30,5,0.09,356,Low price
8726,2845257,Greenpoint,40.72733,-73.9404,Entire home/apt,199,0,30,7,0.11,358,Low price
8727,2267006,Greenpoint,40.72537,-73.94076,Entire home/apt,149,0,30,1,0.57,365,Low price
8728,2471910,Greenpoint,40.72591,-73.9422,Entire home/apt,129,0,30,2,0.03,365,Low price
8729,27654484,Greenpoint,40.72409,-73.95039,Entire home/apt,125,1,30,6,0.65,0,Low price
8730,24445770,Greenpoint,40.72198,-73.94911,Entire home/apt,210,1,30,2,0.1,348,Middle price
8731,3066892,Greenpoint,40.72691,-73.94041,Entire home/apt,149,7,30,6,0.11,365,Low price
8732,2708371,Greenpoint,40.72595,-73.94143,Entire home/apt,149,8,30,2,0.07,347,Low price
8733,1460017,Greenpoint,40.72732,-73.94076,Entire home/apt,129,11,30,7,0.09,322,Low price
8734,4340609,Greenpoint,40.72603,-73.94147,Entire home/apt,199,12,30,5,0.08,278,Low price
8735,2266468,Greenpoint,40.72569,-73.94017,Entire home/apt,199,12,30,3,0.06,279,Low price
8736,6489828,Greenpoint,40.72583,-73.94177,Entire home/apt,159,12,30,3,0.06,365,Low price
8737,1524302,Greenpoint,40.72686,-73.94177,Entire home/apt,149,13,30,7,0.1,359,Low price
8738,7728860,Greenpoint,40.72674,-73.94004,Entire home/apt,159,16,30,2,0.05,337,Low price
8739,19314909,Greenpoint,40.72406,-73.95044,Entire home/apt,185,24,30,5,0.21,195,Low price
8740,2127016,Greenpoint,40.72722,-73.94167,Entire home/apt,149,25,30,6,0.09,346,Low price
8741,1392673,Greenpoint,40.72756,-73.9423,Entire home/apt,129,25,30,6,0.08,365,Low price
8742,1878965,Greenpoint,40.72589,-73.94055,Entire home/apt,159,26,30,6,0.08,357,Low price
8743,2714699,Greenpoint,40.72713,-73.94141,Entire home/apt,159,32,30,8,0.12,363,Low price
8744,5304431,Greenpoint,40.72738,-73.94077,Entire home/apt,159,67,30,11,0.23,313,Low price
8745,14453434,Greenpoint,40.72173,-73.94768,Entire home/apt,110,72,30,4,0.1,148,Low price
8746,1390532,Greenpoint,40.72456,-73.94343,Entire home/apt,129,78,30,7,0.1,340,Low price
8747,13881920,Greenwich Village,40.73478,-73.99791,Entire home/apt,150,32,30,11,0.37,97,Low price
8748,11651554,Greenwich Village,40.72818,-73.99886,Entire home/apt,159,189,30,13,0.29,165,Low price
8749,13112297,Greenwich Village,40.72807,-74.00041,Entire home/apt,175,203,30,4,0.12,339,Low price
8750,14601503,Greenwich Village,40.72884,-74.00056,Entire home/apt,159,207,30,9,0.27,359,Low price
8751,16651519,Greenwood Heights,40.65944,-73.98898,Entire home/apt,160,29,30,39,1.12,0,Low price
8752,1688914,Harlem,40.8174,-73.94629,Entire home/apt,110,25,30,131,1.74,94,Low price
8753,1974700,Harlem,40.81381,-73.94166,Entire home/apt,250,25,30,22,0.32,353,Middle price
8754,9731134,Harlem,40.79989,-73.95213,Entire home/apt,120,45,30,33,0.72,0,Low price
8755,1131804,Harlem,40.80745,-73.94279,Entire home/apt,160,48,30,20,0.26,94,Low price
8756,3403034,Harlem,40.82967,-73.94428,Entire home/apt,98,53,30,39,0.6,352,Low price
8757,2786015,Harlem,40.81781,-73.94577,Entire home/apt,110,56,30,101,1.49,308,Low price
8758,12563738,Harlem,40.80276,-73.94976,Entire home/apt,376,83,30,53,1.24,321,Middle price
8759,13920801,Harlem,40.80297,-73.9505,Entire home/apt,99,87,30,78,1.94,269,Low price
8760,5993541,Harlem,40.81506,-73.94851,Entire home/apt,285,89,30,85,1.54,280,Middle price
8761,11730504,Harlem,40.81613,-73.94622,Entire home/apt,150,100,30,17,0.38,157,Low price
8762,18682184,Harlem,40.80506,-73.94987,Entire home/apt,225,107,30,3,0.11,339,Middle price
8763,22082903,Harlem,40.8048,-73.94951,Entire home/apt,95,111,30,12,0.54,225,Low price
8764,16205272,Harlem,40.81309,-73.94614,Entire home/apt,199,186,30,16,0.48,179,Low price
8765,14539375,Harlem,40.80535,-73.95044,Entire home/apt,170,199,30,113,2.86,166,Low price
8766,21264903,Harlem,40.80604,-73.94971,Entire home/apt,83,204,30,8,0.44,0,Low price
8767,8634515,Harlem,40.80449,-73.94743,Entire home/apt,130,207,30,33,0.66,142,Low price
8768,5029202,Harlem,40.79641,-73.94847,Entire home/apt,229,222,30,6,0.11,70,Middle price
8769,14294585,Harlem,40.82485,-73.94366,Entire home/apt,49,279,30,14,0.36,109,Low price
8770,1049224,Harlem,40.81241,-73.94371,Entire home/apt,190,284,30,33,0.43,177,Low price
8771,15221767,Harlem,40.79992,-73.95502,Entire home/apt,70,304,30,14,0.6,63,Low price
8772,21344762,Harlem,40.80891,-73.93798,Entire home/apt,100,315,30,22,0.85,0,Low price
8773,12929852,Harlem,40.82272,-73.94502,Entire home/apt,409,346,30,58,1.37,16,Middle price
8774,1338362,Hell's Kitchen,40.76934,-73.9863,Entire home/apt,125,0,30,2,0.04,154,Low price
8775,22934602,Hell's Kitchen,40.76275,-73.99319,Entire home/apt,130,0,30,5,0.29,293,Low price
8776,9445789,Hell's Kitchen,40.76373,-73.99297,Entire home/apt,70,0,30,5,0.11,300,Low price
8777,5697237,Hell's Kitchen,40.76646,-73.98805,Entire home/apt,185,0,30,6,0.17,317,Low price
8778,10206990,Hell's Kitchen,40.76544,-73.98651,Entire home/apt,135,0,30,5,0.14,327,Low price
8779,18599156,Hell's Kitchen,40.76435,-73.99337,Entire home/apt,125,0,30,5,0.19,335,Low price
8780,15508399,Hell's Kitchen,40.76702,-73.98741,Entire home/apt,202,0,30,5,0.15,336,Middle price
8781,13341820,Hell's Kitchen,40.76045,-73.9981,Entire home/apt,239,0,30,1,0.03,365,Middle price
8782,6180762,Hell's Kitchen,40.76877,-73.9846,Entire home/apt,87,0,30,3,0.08,365,Low price
8783,12888052,Hell's Kitchen,40.76152,-73.98678,Entire home/apt,256,0,30,3,0.08,365,Middle price
8784,14738709,Hell's Kitchen,40.76025,-73.99811,Entire home/apt,399,0,30,3,0.08,365,Middle price
8785,1654738,Hell's Kitchen,40.76364,-73.99465,Entire home/apt,80,0,30,12,0.17,365,Low price
8786,13098627,Hell's Kitchen,40.7645,-73.99447,Entire home/apt,200,1,30,3,0.1,321,Middle price
8787,14932887,Hell's Kitchen,40.76021,-73.99969,Entire home/apt,199,1,30,2,0.07,354,Low price
8788,13430483,Hell's Kitchen,40.76196,-73.99803,Entire home/apt,239,1,30,1,0.03,364,Middle price
8789,14442338,Hell's Kitchen,40.76082,-73.99937,Entire home/apt,239,1,30,1,0.04,365,Middle price
8790,13432348,Hell's Kitchen,40.76108,-73.99812,Entire home/apt,239,1,30,1,0.04,365,Middle price
8791,13430794,Hell's Kitchen,40.76112,-73.99887,Entire home/apt,239,1,30,2,0.06,365,Middle price
8792,20761404,Hell's Kitchen,40.76354,-73.99283,Entire home/apt,100,13,30,4,0.21,235,Low price
8793,10611168,Hell's Kitchen,40.76295,-73.99432,Entire home/apt,130,13,30,8,0.18,305,Low price
8794,15054909,Hell's Kitchen,40.76031,-73.99384,Entire home/apt,200,18,30,3,0.1,351,Middle price
8795,9436038,Hell's Kitchen,40.76365,-73.99472,Entire home/apt,70,20,30,3,0.06,288,Low price
8796,9882440,Hell's Kitchen,40.76704,-73.98355,Entire home/apt,369,25,30,3,0.06,210,Middle price
8797,23120272,Hell's Kitchen,40.76166,-73.995,Entire home/apt,110,27,30,2,0.27,356,Low price
8798,11380956,Hell's Kitchen,40.76324,-73.99427,Entire home/apt,125,28,30,6,0.14,359,Low price
8799,10031902,Hell's Kitchen,40.76262,-73.99283,Entire home/apt,150,30,30,3,0.07,352,Low price
8800,19948618,Hell's Kitchen,40.76301,-73.99216,Entire home/apt,130,44,30,8,0.31,350,Low price
8801,18596197,Hell's Kitchen,40.76382,-73.99435,Entire home/apt,125,45,30,3,0.26,330,Low price
8802,2134697,Hell's Kitchen,40.76613,-73.98721,Entire home/apt,175,48,30,17,0.25,358,Low price
8803,11372267,Hell's Kitchen,40.76346,-73.99255,Entire home/apt,100,58,30,4,0.09,340,Low price
8804,11243953,Hell's Kitchen,40.7632,-73.99458,Entire home/apt,160,72,30,1,0.02,365,Low price
8805,19430063,Hell's Kitchen,40.76166,-73.9923,Entire home/apt,130,74,30,7,0.25,337,Low price
8806,19931069,Hell's Kitchen,40.76284,-73.99224,Entire home/apt,130,105,30,8,0.33,331,Low price
8807,20897776,Hell's Kitchen,40.76136,-73.99361,Entire home/apt,133,115,30,8,0.31,348,Low price
8808,21173134,Hell's Kitchen,40.75563,-73.99508,Entire home/apt,250,250,30,61,2.37,175,Middle price
8809,14721931,Hell's Kitchen,40.76142,-73.99248,Entire home/apt,150,259,30,2,0.11,62,Low price
8810,27545876,Hell's Kitchen,40.75953,-73.98938,Entire home/apt,151,263,30,35,2.25,121,Low price
8811,20040078,Hell's Kitchen,40.75519,-73.99519,Entire home/apt,300,264,30,60,2.23,144,Middle price
8812,2695469,Hell's Kitchen,40.76479,-73.98455,Entire home/apt,99,284,30,10,0.16,172,Low price
8813,12249359,Hell's Kitchen,40.76322,-73.99005,Entire home/apt,117,297,30,9,0.26,180,Low price
8814,25868880,Hell's Kitchen,40.76582,-73.98409,Entire home/apt,115,308,30,52,3.17,1,Low price
8815,21311520,Hell's Kitchen,40.76168,-73.99061,Entire home/apt,109,328,30,12,0.46,365,Low price
8816,8668418,Hell's Kitchen,40.75679,-73.99547,Entire home/apt,115,360,30,20,0.41,80,Low price
8817,24366897,Inwood,40.87001,-73.92418,Entire home/apt,120,56,30,4,0.22,353,Low price
8818,6784908,Inwood,40.87211,-73.91544,Entire home/apt,78,306,30,2,0.07,73,Low price
8819,16066223,Inwood,40.86757,-73.92699,Entire home/apt,89,362,30,16,0.54,6,Low price
8820,3517621,Kips Bay,40.74318,-73.97858,Entire home/apt,90,0,30,5,0.08,341,Low price
8821,19409299,Kips Bay,40.74843,-73.97715,Entire home/apt,175,0,30,1,0.04,350,Low price
8822,19929209,Kips Bay,40.74838,-73.97695,Entire home/apt,150,0,30,1,0.04,353,Low price
8823,11166140,Kips Bay,40.74544,-73.9748,Entire home/apt,83,0,30,1,0.06,365,Low price
8824,3041973,Kips Bay,40.74253,-73.97882,Entire home/apt,100,0,30,2,0.04,365,Low price
8825,4392351,Kips Bay,40.74111,-73.97951,Entire home/apt,87,0,30,4,0.08,365,Low price
8826,3091202,Kips Bay,40.74175,-73.97741,Entire home/apt,121,0,30,7,0.11,365,Low price
8827,14246251,Kips Bay,40.74463,-73.9722,Entire home/apt,196,10,30,1,0.03,365,Low price
8828,5363874,Kips Bay,40.74205,-73.97997,Entire home/apt,250,29,30,14,0.25,333,Middle price
8829,25922009,Kips Bay,40.74468,-73.97335,Entire home/apt,189,34,30,1,0.06,346,Low price
8830,30394133,Kips Bay,40.745,-73.97942,Entire home/apt,192,79,30,1,0.13,355,Low price
8831,27570295,Kips Bay,40.74211,-73.97887,Entire home/apt,142,84,30,1,0.07,340,Low price
8832,11840404,Kips Bay,40.74025,-73.97896,Entire home/apt,150,189,30,10,0.34,245,Low price
8833,11715256,Kips Bay,40.74168,-73.9804,Entire home/apt,159,189,30,8,0.3,341,Low price
8834,22010594,Kips Bay,40.74478,-73.97968,Entire home/apt,94,199,30,4,0.17,145,Low price
8835,13488308,Kips Bay,40.73955,-73.98243,Entire home/apt,199,210,30,40,0.96,257,Low price
8836,16085206,Kips Bay,40.74128,-73.97863,Entire home/apt,175,211,30,1,0.04,262,Low price
8837,11674309,Kips Bay,40.74021,-73.97992,Entire home/apt,150,241,30,7,0.19,308,Low price
8838,13621211,Kips Bay,40.74136,-73.98006,Entire home/apt,175,241,30,7,0.18,348,Low price
8839,11715651,Kips Bay,40.74044,-73.98029,Entire home/apt,175,242,30,6,0.23,338,Low price
8840,24497265,Kips Bay,40.74651,-73.97868,Entire home/apt,125,250,30,4,0.36,340,Low price
8841,22100970,Kips Bay,40.74241,-73.97954,Entire home/apt,142,257,30,8,0.33,340,Low price
8842,11244568,Little Italy,40.7181,-73.99751,Entire home/apt,145,6,30,2,0.04,339,Low price
8843,11341728,Little Italy,40.71831,-73.99796,Entire home/apt,116,120,30,2,0.05,357,Low price
8844,5168749,Long Island City,40.74401,-73.95094,Entire home/apt,135,102,30,5,0.09,201,Low price
8845,6223929,Lower East Side,40.72342,-73.99292,Entire home/apt,95,0,30,13,0.25,233,Low price
8846,22465657,Lower East Side,40.7224,-73.99268,Entire home/apt,220,10,30,3,0.17,280,Middle price
8847,29210330,Lower East Side,40.72143,-73.9931,Entire home/apt,150,14,30,3,0.73,336,Low price
8848,4136596,Lower East Side,40.72005,-73.98649,Entire home/apt,200,37,30,38,0.61,201,Middle price
8849,7309129,Lower East Side,40.71431,-73.99142,Entire home/apt,250,49,30,49,1.57,1,Middle price
8850,7224484,Lower East Side,40.71992,-73.98822,Entire home/apt,110,56,30,12,0.25,333,Low price
8851,19618958,Lower East Side,40.71558,-73.99136,Entire home/apt,325,77,30,76,2.69,31,Middle price
8852,21876299,Lower East Side,40.72083,-73.99308,Entire home/apt,150,119,30,3,0.19,356,Low price
8853,4180643,Lower East Side,40.71814,-73.98411,Entire home/apt,150,147,30,10,0.16,362,Low price
8854,10157977,Lower East Side,40.7213,-73.98559,Entire home/apt,299,151,30,61,1.52,223,Middle price
8855,22462752,Lower East Side,40.72145,-73.99257,Entire home/apt,240,160,30,4,0.34,163,Middle price
8856,18960939,Lower East Side,40.71802,-73.98538,Entire home/apt,250,181,30,5,0.21,82,Middle price
8857,29159920,Lower East Side,40.72074,-73.98487,Entire home/apt,195,238,30,23,1.68,132,Low price
8858,3626609,Lower East Side,40.71749,-73.99016,Entire home/apt,104,275,30,13,0.21,164,Low price
8859,9808859,Manhattan,40.76565,-73.98587,Entire home/apt,550,0,30,1,0.03,0,High price
8860,27196874,Manhattan,40.78461,-73.98078,Entire home/apt,175,0,30,2,0.16,1,Low price
8861,14881637,Manhattan,40.76505,-73.97857,Entire home/apt,125,0,30,3,0.08,1,Low price
8862,30393251,Manhattan,40.7387,-73.99699,Entire home/apt,348,0,30,1,0.1,117,Middle price
8863,29963179,Manhattan,40.79655,-73.96285,Entire home/apt,98,0,30,2,0.41,157,Low price
8864,30389192,Manhattan,40.70619,-74.00895,Entire home/apt,206,0,30,1,0.25,204,Middle price
8865,12881712,Manhattan,40.74859,-73.97243,Entire home/apt,197,0,30,1,0.12,248,Low price
8866,3068145,Manhattan,40.77209,-73.9563,Entire home/apt,103,0,30,13,0.2,271,Low price
8867,30421561,Manhattan,40.77135,-73.95035,Entire home/apt,213,0,30,1,0.09,279,Middle price
8868,4905248,Manhattan,40.78141,-73.98445,Entire home/apt,130,0,30,12,0.21,279,Low price
8869,21878080,Manhattan,40.74998,-73.97543,Entire home/apt,150,0,30,5,0.26,290,Low price
8870,9391541,Manhattan,40.79312,-73.96606,Entire home/apt,156,0,30,2,0.13,297,Low price
8871,28464787,Manhattan,40.84241,-73.94087,Entire home/apt,65,0,30,1,0.41,304,Low price
8872,2754179,Manhattan,40.77249,-73.95756,Entire home/apt,117,0,30,5,0.13,309,Low price
8873,18704805,Manhattan,40.73334,-73.9897,Entire home/apt,235,0,30,1,0.05,323,Middle price
8874,13114072,Manhattan,40.76367,-73.98345,Entire home/apt,269,0,30,1,0.08,327,Middle price
8875,2987465,Manhattan,40.77222,-73.95544,Entire home/apt,118,0,30,4,0.07,328,Low price
8876,13108191,Manhattan,40.74451,-73.99236,Entire home/apt,270,0,30,2,0.43,331,Middle price
8877,1145288,Manhattan,40.75274,-73.97026,Entire home/apt,110,0,30,3,0.06,331,Low price
8878,6971141,Manhattan,40.76222,-73.9603,Entire home/apt,325,0,30,3,0.21,334,Middle price
8879,15495132,Manhattan,40.78815,-73.9436,Entire home/apt,95,0,30,13,0.35,334,Low price
8880,25448314,Manhattan,40.78182,-73.95391,Entire home/apt,123,0,30,2,0.16,336,Low price
8881,29925332,Manhattan,40.74306,-73.97843,Entire home/apt,87,0,30,2,0.87,337,Low price
8882,3983643,Manhattan,40.73731,-73.98338,Entire home/apt,130,0,30,2,0.04,338,Low price
8883,10824871,Manhattan,40.72689,-74.00086,Entire home/apt,110,0,30,2,0.05,339,Low price
8884,5259407,Manhattan,40.73226,-74.00644,Entire home/apt,300,0,30,3,0.06,339,Middle price
8885,11544577,Manhattan,40.84098,-73.94085,Entire home/apt,110,0,30,7,0.16,340,Low price
8886,16405590,Manhattan,40.73743,-73.98411,Entire home/apt,245,0,30,1,0.22,348,Middle price
8887,30010380,Manhattan,40.76735,-73.98524,Entire home/apt,275,0,30,2,0.54,349,Middle price
8888,13558555,Manhattan,40.7706,-73.95725,Entire home/apt,149,0,30,2,0.07,353,Low price
8889,18518380,Manhattan,40.73763,-73.98473,Entire home/apt,275,0,30,1,0.06,355,Middle price
8890,9861196,Manhattan,40.76105,-73.98638,Entire home/apt,239,0,30,1,0.05,356,Middle price
8891,11543453,Manhattan,40.84077,-73.93924,Entire home/apt,85,0,30,6,0.15,356,Low price
8892,13956372,Manhattan,40.76368,-73.9857,Entire home/apt,378,0,30,2,0.08,359,Middle price
8893,21148292,Manhattan,40.77057,-73.95759,Entire home/apt,159,0,30,1,0.04,362,Low price
8894,13112855,Manhattan,40.73505,-73.98565,Entire home/apt,180,0,30,1,0.03,362,Low price
8895,14213699,Manhattan,40.76297,-73.98588,Entire home/apt,215,0,30,1,0.04,364,Middle price
8896,12869561,Manhattan,40.73887,-73.99983,Entire home/apt,191,0,30,2,0.12,364,Low price
8897,3970936,Manhattan,40.73771,-73.98058,Entire home/apt,150,0,30,1,0.02,365,Low price
8898,12832371,Manhattan,40.77102,-73.95873,Entire home/apt,163,0,30,1,0.04,365,Low price
8899,2102651,Manhattan,40.78835,-73.9681,Entire home/apt,200,0,30,1,0.01,365,Middle price
8900,24799807,Manhattan,40.75028,-73.97702,Entire home/apt,210,0,30,1,0.06,365,Middle price
8901,13108573,Manhattan,40.75148,-73.99397,Entire home/apt,230,0,30,1,0.03,365,Middle price
8902,20857788,Manhattan,40.74844,-73.97694,Entire home/apt,234,0,30,1,0.06,365,Middle price
8903,13092604,Manhattan,40.76106,-73.9848,Entire home/apt,256,0,30,1,0.23,365,Middle price
8904,11105968,Manhattan,40.73198,-74.00239,Entire home/apt,550,0,30,1,0.22,365,High price
8905,12102526,Manhattan,40.79565,-73.96584,Entire home/apt,851,0,30,1,0.03,365,High price
8906,12947670,Manhattan,40.74141,-73.97868,Entire home/apt,87,0,30,2,0.11,365,Low price
8907,3003228,Manhattan,40.71662,-74.00352,Entire home/apt,130,0,30,2,0.03,365,Low price
8908,3026848,Manhattan,40.74318,-73.97193,Entire home/apt,150,0,30,2,0.03,365,Low price
8909,13093381,Manhattan,40.74651,-74.00563,Entire home/apt,219,0,30,2,0.07,365,Middle price
8910,13429591,Manhattan,40.75695,-73.97988,Entire home/apt,279,0,30,2,0.71,365,Middle price
8911,11419898,Manhattan,40.70425,-74.00845,Entire home/apt,550,0,30,2,0.04,365,High price
8912,12672036,Manhattan,40.76747,-73.98613,Entire home/apt,87,0,30,3,0.08,365,Low price
8913,9792323,Manhattan,40.75185,-73.97001,Entire home/apt,83,0,30,4,0.11,365,Low price
8914,20202971,Manhattan,40.74947,-73.9761,Entire home/apt,175,0,30,4,0.2,365,Low price
8915,16378007,Manhattan,40.75006,-73.97007,Entire home/apt,190,0,30,4,0.13,365,Low price
8916,6380761,Manhattan,40.77643,-73.95086,Entire home/apt,200,0,30,4,0.1,365,Middle price
8917,15784377,Manhattan,40.74584,-73.99103,Entire home/apt,229,0,30,4,0.13,365,Middle price
8918,9445501,Manhattan,40.76376,-73.99323,Entire home/apt,80,0,30,5,0.11,365,Low price
8919,3048234,Manhattan,40.76866,-73.98616,Entire home/apt,87,0,30,6,0.09,365,Low price
8920,4848528,Manhattan,40.76719,-73.98533,Entire home/apt,97,0,30,6,0.11,365,Low price
8921,6971871,Manhattan,40.76035,-73.96133,Entire home/apt,155,0,30,10,0.28,365,Low price
8922,5033691,Manhattan,40.78147,-73.98315,Entire home/apt,250,0,30,14,0.25,365,Middle price
8923,20616948,Manhattan,40.7074,-74.00151,Entire home/apt,205,1,30,1,0.07,279,Middle price
8924,3662724,Manhattan,40.77448,-73.96102,Entire home/apt,175,1,30,2,0.05,281,Low price
8925,8185845,Manhattan,40.76391,-73.95938,Entire home/apt,249,1,30,2,0.08,283,Middle price
8926,5409607,Manhattan,40.76235,-73.96005,Entire home/apt,185,1,30,10,0.18,330,Low price
8927,28431690,Manhattan,40.71821,-73.98914,Entire home/apt,225,1,30,2,0.15,338,Middle price
8928,8081037,Manhattan,40.7055,-74.00812,Entire home/apt,189,1,30,4,0.1,357,Low price
8929,11162564,Manhattan,40.73201,-73.98328,Entire home/apt,130,1,30,6,0.15,363,Low price
8930,27390188,Manhattan,40.76711,-73.98685,Entire home/apt,250,1,30,1,0.33,364,Middle price
8931,20212322,Manhattan,40.76143,-73.96103,Entire home/apt,80,1,30,2,0.1,364,Low price
8932,14408114,Manhattan,40.76455,-73.97959,Entire home/apt,2500,1,30,4,0.11,364,High price
8933,15314054,Manhattan,40.78065,-73.98253,Entire home/apt,1000,1,30,17,0.44,364,High price
8934,16377899,Manhattan,40.70742,-74.01544,Entire home/apt,200,1,30,1,0.03,365,Middle price
8935,20989659,Manhattan,40.7488,-73.97844,Entire home/apt,225,1,30,1,0.18,365,Middle price
8936,24441860,Manhattan,40.73399,-73.99002,Entire home/apt,245,1,30,1,0.08,365,Middle price
8937,28359765,Manhattan,40.74138,-73.99729,Entire home/apt,175,2,30,1,0.17,0,Low price
8938,9026485,Manhattan,40.70776,-74.01514,Entire home/apt,169,2,30,2,0.04,184,Low price
8939,17511694,Manhattan,40.74896,-73.98277,Entire home/apt,115,2,30,8,0.26,216,Low price
8940,25453535,Manhattan,40.74386,-73.97327,Entire home/apt,180,2,30,1,0.06,351,Low price
8941,20191868,Manhattan,40.76255,-73.97453,Entire home/apt,350,3,30,2,0.14,126,Middle price
8942,13190121,Manhattan,40.76564,-73.98367,Entire home/apt,369,3,30,1,0.02,210,Middle price
8943,9858642,Manhattan,40.76704,-73.98153,Entire home/apt,369,3,30,1,0.02,210,Middle price
8944,12243378,Manhattan,40.76539,-73.98348,Entire home/apt,369,3,30,1,0.03,210,Middle price
8945,15801420,Manhattan,40.76626,-73.98338,Entire home/apt,369,3,30,1,0.04,210,Middle price
8946,12110990,Manhattan,40.76657,-73.98201,Entire home/apt,369,3,30,1,0.07,210,Middle price
8947,21080763,Manhattan,40.74061,-73.97991,Entire home/apt,185,3,30,4,0.19,349,Low price
8948,5081207,Manhattan,40.78305,-73.98398,Entire home/apt,165,3,30,18,0.32,357,Low price
8949,993575,Manhattan,40.7852,-73.9746,Entire home/apt,187,4,30,14,0.2,0,Low price
8950,739239,Manhattan,40.78674,-73.97243,Entire home/apt,171,4,30,4,0.06,333,Low price
8951,9631464,Manhattan,40.79509,-73.96649,Entire home/apt,288,4,30,1,0.22,365,Middle price
8952,993576,Manhattan,40.78558,-73.97251,Entire home/apt,172,4,30,5,0.09,365,Low price
8953,739242,Manhattan,40.78747,-73.97238,Entire home/apt,185,4,30,8,0.09,365,Low price
8954,20720290,Manhattan,40.77832,-73.95657,Entire home/apt,133,5,30,8,0.4,333,Low price
8955,3751048,Manhattan,40.77175,-73.95742,Entire home/apt,95,5,30,11,0.21,349,Low price
8956,30109697,Manhattan,40.78318,-73.97372,Entire home/apt,130,6,30,2,0.25,266,Low price
8957,13450446,Manhattan,40.71878,-73.9972,Entire home/apt,140,6,30,2,0.08,338,Low price
8958,740947,Manhattan,40.74231,-73.97839,Entire home/apt,120,7,30,3,0.04,328,Low price
8959,3511778,Manhattan,40.73331,-73.9941,Entire home/apt,275,7,30,12,0.19,358,Middle price
8960,27369200,Manhattan,40.7429,-73.99428,Entire home/apt,210,8,30,2,0.17,340,Middle price
8961,21483857,Manhattan,40.76369,-73.96122,Entire home/apt,200,8,30,1,0.05,354,Middle price
8962,21199630,Manhattan,40.7717,-73.96116,Entire home/apt,125,8,30,6,0.25,365,Low price
8963,25572892,Manhattan,40.74472,-73.97205,Entire home/apt,177,9,30,1,0.12,188,Low price
8964,4667148,Manhattan,40.73317,-74.00118,Entire home/apt,125,9,30,32,0.76,338,Low price
8965,12001854,Manhattan,40.76573,-73.98295,Entire home/apt,239,9,30,1,0.04,355,Middle price
8966,12085680,Manhattan,40.76666,-73.98306,Entire home/apt,239,9,30,1,0.05,355,Middle price
8967,9879796,Manhattan,40.76429,-73.95774,Entire home/apt,249,10,30,1,0.28,365,Middle price
8968,2253500,Manhattan,40.7196,-74.00571,Entire home/apt,250,11,30,5,0.07,357,Middle price
8969,2619802,Manhattan,40.77276,-73.95675,Entire home/apt,128,12,30,6,0.1,298,Low price
