,id,latitude,longitude,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020,clusters,cluster
0,2595,40.75362,-73.98377,225,15,10,48,0.39,1,1,purple
1,3831,40.68514,-73.95976,89,188,1,295,4.67,1,1,purple
2,5099,40.74767,-73.975,200,362,3,78,0.6,19,1,purple
3,5121,40.68688,-73.95596,60,0,29,49,0.38,365,1,purple
4,5178,40.76489,-73.98493,79,141,2,454,3.52,242,1,purple
5,5238,40.71344,-73.99037,150,86,1,161,1.29,1,1,purple
6,5441,40.76076,-73.98867,85,323,3,204,1.56,10,1,purple
7,5803,40.66829,-73.98779,89,12,4,175,1.35,0,1,purple
8,6090,40.7353,-74.00525,120,226,180,27,0.22,271,1,purple
9,6848,40.70837,-73.95352,140,319,2,170,1.33,0,1,purple
10,7097,40.69169,-73.97185,199,15,1,215,1.79,0,1,purple
11,7726,40.67592,-73.94694,99,172,3,75,4.43,63,1,purple
12,7801,40.71842,-73.95718,299,14,3,9,0.07,1,1,purple
13,8024,40.68069,-73.97706,115,4,1,143,1.15,0,1,purple
14,8025,40.67989,-73.97798,80,4,1,41,0.37,150,1,purple
15,8110,40.68001,-73.97865,32,15,2,77,0.64,0,1,purple
16,8490,40.68371,-73.94028,120,63,2,105,0.84,296,1,purple
17,8505,40.65599,-73.97519,60,289,1,23,1.22,78,1,purple
18,9518,40.86482,-73.92106,44,12,3,114,1.12,353,1,purple
19,9657,40.7292,-73.98542,180,30,10,33,0.26,86,1,purple
20,9668,40.82245,-73.95104,50,17,3,256,2.07,361,1,purple
21,9704,40.81305,-73.95466,52,145,2,97,1.45,326,1,purple
22,9783,40.8213,-73.95318,50,13,3,286,2.37,1,1,purple
23,10452,40.6831,-73.95473,70,115,1,75,0.64,251,1,purple
24,10962,40.66869,-73.9878,89,26,4,177,1.43,349,1,purple
25,11708,40.70186,-73.92745,85,301,2,253,2.06,43,1,purple
26,12048,40.71401,-73.98917,40,76,1,219,1.78,0,1,purple
27,12192,40.7229,-73.98199,68,297,2,258,2.1,62,1,purple
28,12318,40.79009,-73.97927,135,93,4,89,0.73,287,1,purple
29,12343,40.81175,-73.94478,150,91,7,106,0.88,1,1,purple
30,12627,40.65944,-73.96238,150,211,29,12,0.44,61,1,purple
31,12937,40.74771,-73.9474,130,97,2,269,2.33,189,1,purple
32,12940,40.68111,-73.95591,110,301,7,64,0.53,339,1,purple
33,13050,40.68554,-73.9409,120,268,3,12,0.1,0,1,purple
34,13394,40.69142,-73.97376,80,28,3,142,1.17,281,1,purple
35,13808,40.68043,-73.93934,80,172,1,135,1.17,223,1,purple
36,14287,40.78635,-73.97008,151,60,3,86,0.71,56,1,purple
37,14290,40.7042,-73.9356,228,205,3,88,0.72,170,1,purple
38,14314,40.73506,-73.95392,149,133,2,366,3.01,269,1,purple
39,14322,40.73961,-73.98074,200,137,7,19,0.2,324,1,purple
40,14377,40.70881,-73.9593,150,360,30,111,0.91,0,1,purple
41,14468,40.74354,-73.98122,85,90,3,20,0.71,310,1,purple
42,14991,40.72004,-73.99104,110,13,5,19,0.16,323,1,purple
43,15220,40.75531,-73.99293,69,89,2,311,2.57,1,1,purple
44,15338,40.72401,-73.93788,49,24,4,146,1.21,353,1,purple
45,15341,40.7221,-73.99775,180,267,14,25,0.33,11,1,purple
46,15385,40.71185,-73.96204,90,33,2,46,0.4,221,1,purple
47,15729,40.67695,-74.01121,89,26,12,25,0.22,1,1,purple
48,16326,40.67811,-73.96428,200,182,30,147,1.31,335,1,purple
49,16338,40.69,-73.96788,45,85,7,27,0.22,240,1,purple
50,16421,40.75979,-73.99119,52,142,30,193,1.59,235,1,purple
51,16580,40.72649,-73.97904,80,242,1,379,4.95,136,1,purple
52,16595,40.70933,-73.96792,250,3,1,163,1.47,363,1,purple
53,16821,40.72298,-73.98474,99,18,1,113,1.27,356,1,purple
54,16974,40.80164,-73.93922,225,155,4,206,1.7,0,1,purple
55,17092,40.76342,-73.98865,51,121,5,27,0.47,116,1,purple
56,17693,40.83139,-73.94095,65,29,2,59,1.66,358,1,purple
57,17747,40.68346,-73.96374,105,115,2,124,1.04,0,1,purple
58,18127,40.72828,-73.98801,170,113,5,21,0.19,333,1,purple
59,18195,40.7459,-73.90764,90,55,7,20,0.17,143,1,purple
60,18590,40.6932,-73.97267,95,219,3,150,1.28,0,1,purple
61,18728,40.74138,-74.00197,150,74,4,180,1.69,296,1,purple
62,18764,40.71154,-73.96112,145,54,3,63,0.53,324,1,purple
63,19159,40.82915,-73.95136,110,65,31,55,0.48,190,1,purple
64,19169,40.71851,-73.98892,285,111,5,76,0.64,1,1,purple
65,19282,40.65401,-73.96323,130,362,6,17,0.15,94,1,purple
66,19601,40.69723,-73.99268,2000,211,1,25,0.23,93,1,purple
67,19812,40.71833,-73.95748,105,62,3,61,0.51,295,1,purple
68,20299,40.72334,-73.9844,60,300,3,208,1.78,67,1,purple
69,20611,40.71156,-73.96218,85,40,3,190,1.61,1,1,purple
70,20717,40.67832,-73.97243,85,11,1,32,0.43,331,1,purple
71,20724,40.70032,-73.9383,65,29,5,30,0.33,280,1,purple
72,20734,40.68233,-73.97261,135,312,3,186,3.46,0,1,purple
73,20755,40.68634,-73.966,98,25,7,18,0.21,342,1,purple
74,20853,40.68035,-73.97162,250,311,21,23,0.31,158,1,purple
75,21293,40.70093,-73.92609,105,302,3,131,1.11,0,1,purple
76,21456,40.79764,-73.96177,140,117,30,82,0.69,320,1,purple
77,21644,40.82803,-73.94731,89,0,1,3,0.21,365,1,purple
78,21794,40.74008,-74.00271,111,6,7,35,0.3,343,1,purple
79,22911,40.68413,-73.92357,125,115,7,139,1.18,230,1,purple
80,23135,40.67967,-74.00154,175,7,2,254,2.18,348,1,purple
81,23686,40.73096,-74.00319,500,118,5,48,0.54,253,1,purple
82,24143,40.71332,-73.94177,101,46,3,344,2.97,153,1,purple
83,24285,40.66941,-73.98109,220,44,30,88,0.76,9,1,purple
84,25235,40.68373,-73.92377,125,138,5,167,1.44,1,1,purple
85,25406,40.71459,-73.94844,80,7,30,29,0.37,0,1,purple
86,25696,40.8092,-73.94421,100,30,2,188,1.7,343,1,purple
87,26012,40.68157,-73.98989,200,323,30,20,0.2,64,1,purple
88,26362,40.75527,-73.99291,59,59,2,357,3.07,310,1,purple
89,26520,40.68698,-73.96572,125,84,2,26,0.25,352,1,purple
90,26559,40.7288,-73.98192,140,50,7,12,0.12,157,1,purple
91,26785,40.66853,-73.98912,120,57,30,469,4.06,0,1,purple
92,26969,40.71942,-73.95748,325,266,3,341,3.03,154,1,purple
93,27385,40.72555,-73.97965,225,47,1,123,1.07,340,1,purple
94,27531,40.66831,-73.98604,99,294,2,360,3.11,0,1,purple
95,27644,40.82754,-73.94919,170,13,2,207,2.05,348,1,purple
96,27659,40.66499,-73.97925,400,45,2,16,0.22,331,1,purple
97,27759,40.77842,-73.97556,170,275,7,18,0.16,97,1,purple
98,28321,40.65593,-73.96053,75,4,2,9,0.08,355,1,purple
99,28907,40.778,-73.94822,150,364,5,21,0.18,1,1,purple
100,29013,40.68332,-73.9547,70,73,3,63,0.55,260,1,purple
101,29455,40.81618,-73.94894,120,75,30,162,1.42,296,1,purple
102,29628,40.68414,-73.96351,89,38,3,276,2.39,306,1,purple
103,31130,40.76754,-73.98399,130,24,30,60,0.52,318,1,purple
104,31902,40.63188,-73.93248,77,187,2,4,0.03,178,1,purple
105,31994,40.6873,-73.9634,76,53,2,442,3.86,0,1,purple
106,32023,40.68296,-73.93662,125,142,3,253,2.22,239,1,purple
107,32037,40.6863,-73.96765,135,4,4,90,0.79,356,1,purple
108,32100,40.73409,-73.95348,250,302,29,3,0.03,156,1,purple
109,32289,40.71561,-73.94835,199,165,3,10,0.09,30,1,purple
110,32329,40.72895,-73.98377,160,13,14,3,0.03,349,1,purple
111,32363,40.74028,-73.83168,140,242,2,1,0.01,63,1,purple
112,32965,40.68281,-73.93524,115,132,3,136,1.76,225,1,purple
113,32969,40.71596,-73.93938,160,31,3,11,0.11,206,1,purple
114,33009,40.71492,-73.95935,195,26,4,249,2.17,290,1,purple
115,33223,40.71165,-73.96087,80,40,3,213,1.89,316,1,purple
116,34760,40.69101,-73.97312,44,51,8,28,0.91,0,1,purple
117,36121,40.67386,-73.96641,85,140,15,9,0.08,349,1,purple
118,36442,40.6741,-73.96595,115,47,15,4,0.05,307,1,purple
119,36647,40.79295,-73.93997,69,177,2,34,0.3,0,1,purple
120,36703,40.73226,-74.00401,225,6,45,135,1.19,350,1,purple
121,36934,40.71363,-73.96398,125,116,6,27,0.24,324,1,purple
122,38638,40.77711,-73.9527,219,51,4,132,1.16,216,1,purple
123,38663,40.68559,-73.98094,475,28,3,23,0.25,195,1,purple
124,39267,40.77456,-73.95323,99,148,1,252,2.65,158,1,purple
125,39282,40.71088,-73.95055,69,210,4,211,1.85,70,1,purple
126,39572,40.76233,-73.98854,119,13,3,44,0.39,307,1,purple
127,39593,40.74559,-73.92313,79,361,30,28,0.25,105,1,purple
128,39704,40.68306,-73.94659,135,355,2,334,2.95,2,1,purple
129,40039,40.70207,-73.98571,250,41,3,14,0.12,333,1,purple
130,41348,40.66858,-73.99083,250,161,2,150,2.73,1,1,purple
131,42580,40.68843,-73.96408,70,16,2,317,3.54,0,1,purple
132,42729,40.6783,-74.00135,165,16,2,167,1.49,363,1,purple
133,42882,40.64524,-74.08088,70,46,2,173,1.65,323,1,purple
134,43957,40.70641,-73.91765,50,302,2,71,1.29,52,1,purple
135,44096,40.83232,-73.93184,45,7,1,262,2.33,351,1,purple
136,44161,40.71045,-73.9677,150,60,2,193,1.7,1,1,purple
137,44212,40.72518,-73.98034,125,36,1,94,0.83,346,1,purple
138,44229,40.69098,-73.97113,110,14,2,228,2.04,353,1,purple
139,44288,40.73756,-74.00405,170,57,3,88,0.78,340,1,purple
140,44506,40.81526,-73.94791,165,107,30,91,0.81,209,1,purple
141,45393,40.73423,-74.0046,150,348,26,38,0.34,303,1,purple
142,45542,40.82374,-73.9373,100,362,2,18,1.2,0,1,purple
143,45556,40.68863,-73.97691,65,197,2,241,2.15,0,1,purple
144,45910,40.70382,-73.89797,350,0,4,13,0.13,365,1,purple
145,45936,40.80549,-73.95924,99,21,4,126,1.16,357,1,purple
146,45940,40.71627,-73.9587,200,3,1,35,0.56,13,1,purple
147,46544,40.67994,-73.97863,150,297,4,55,0.5,32,1,purple
148,46723,40.67992,-73.9475,90,6,3,130,1.16,362,1,purple
149,46911,40.67868,-73.97307,120,159,3,51,0.46,197,1,purple
150,47199,40.76834,-73.95334,75,28,3,219,1.94,344,1,purple
151,47362,40.68237,-73.9415,175,0,26,30,0.27,365,1,purple
152,48719,40.71882,-73.98852,299,301,30,116,1.06,10,1,purple
153,50447,40.6693,-73.98804,135,228,5,162,1.47,177,1,purple
154,51572,40.74859,-73.99671,123,23,1,391,3.51,0,1,purple
155,51850,40.67252,-73.76597,55,29,2,53,0.48,307,1,purple
156,53137,40.76244,-73.99271,195,145,5,10,0.67,1,1,purple
157,53469,40.71722,-73.87856,98,0,7,33,0.3,321,1,purple
158,53470,40.70234,-73.89816,160,0,4,6,0.06,365,1,purple
159,53477,40.71546,-73.87854,265,0,7,39,0.37,365,1,purple
160,54453,40.76548,-73.98474,105,2,6,10,0.09,363,1,purple
161,54508,40.6787,-73.97262,100,124,2,284,2.55,1,1,purple
162,54544,40.81035,-73.94598,121,43,1,119,1.1,329,1,purple
163,54626,40.83075,-73.93058,50,8,1,173,1.72,0,1,purple
164,54860,40.79958,-73.94275,100,141,5,223,2.01,206,1,purple
165,55467,40.71625,-73.93845,140,257,2,273,3.09,112,1,purple
166,55668,40.72773,-73.99134,130,284,2,115,1.11,63,1,purple
167,55959,40.70979,-73.95162,69,196,4,86,1.11,67,1,purple
168,55982,40.68656,-73.97525,68,361,3,37,0.33,0,1,purple
169,56467,40.72752,-73.98432,130,197,1,223,2.12,98,1,purple
170,56859,40.81219,-73.94499,64,22,1,203,1.86,328,1,purple
171,57297,40.68926,-73.99386,159,11,2,234,2.14,340,1,purple
172,57468,40.72821,-73.98701,189,333,3,205,1.87,0,1,purple
173,57618,40.7672,-73.98508,250,333,3,101,0.98,0,1,purple
174,57740,40.73012,-73.99053,239,13,4,7,0.06,353,1,purple
175,57754,40.7403,-73.98498,305,49,2,114,1.1,314,1,purple
176,58059,40.8251,-73.94287,60,178,1,491,4.68,286,1,purple
177,58062,40.6585,-73.98397,135,150,2,23,0.27,226,1,purple
178,58467,40.76193,-73.9501,120,7,7,21,0.34,307,1,purple
179,59014,40.72052,-73.98589,150,27,3,50,0.46,264,1,purple
180,59121,40.70411,-73.89934,145,0,4,2,0.02,358,1,purple
181,59855,40.7589,-73.96991,250,207,30,82,0.75,0,1,purple
182,60164,40.72003,-74.00262,500,235,4,103,1.03,354,1,purple
183,60611,40.79163,-73.94573,130,14,28,187,1.78,1,1,purple
184,60666,40.8118,-73.94434,92,22,1,205,1.89,325,1,purple
185,60673,40.81583,-73.94707,175,0,2,3,0.21,365,1,purple
186,60680,40.72654,-73.98049,99,16,4,144,1.32,330,1,purple
187,60948,40.80942,-73.93936,140,130,30,147,1.35,225,1,purple
188,61492,40.71445,-73.9908,125,14,4,178,1.78,350,1,purple
189,62427,40.7268,-73.99079,135,361,4,60,0.59,11,1,purple
190,62430,40.688,-73.9171,99,289,3,123,2.16,34,1,purple
191,62452,40.63536,-74.08537,38,23,2,204,1.87,0,1,purple
192,62461,40.63627,-74.08543,38,40,2,155,1.45,354,1,purple
193,62465,40.72763,-73.9835,129,11,5,86,1.33,348,1,purple
194,62787,40.63518,-74.08546,37,31,2,190,1.75,348,1,purple
195,62891,40.72477,-73.98161,175,36,3,194,1.78,257,1,purple
196,62903,40.74238,-73.99567,205,313,6,66,0.71,79,1,purple
197,62925,40.72945,-73.95511,285,19,3,126,1.18,339,1,purple
198,63299,40.70763,-73.95177,59,344,2,205,1.91,35,1,purple
199,63320,40.63481,-74.08519,38,25,2,386,3.53,347,1,purple
200,63360,40.75384,-73.91433,99,34,5,457,4.43,315,1,purple
201,63546,40.64106,-73.97426,39,0,1,46,0.44,365,1,purple
202,63610,40.88057,-73.83572,105,19,2,41,0.51,347,1,purple
203,63657,40.68236,-73.94314,135,342,2,266,2.45,3,1,purple
204,63719,40.68503,-73.95385,70,57,3,37,0.4,216,1,purple
205,64000,40.7069,-73.95467,60,1,29,14,0.13,1,1,purple
206,64107,40.6778,-73.94339,100,13,3,304,2.8,354,1,purple
207,64277,40.68317,-73.94701,70,27,4,18,0.21,364,1,purple
208,64314,40.6761,-73.9529,110,0,6,109,1.0,365,1,purple
209,64365,40.67586,-73.95155,60,29,2,241,2.3,332,1,purple
210,64837,40.72321,-73.98157,68,303,2,211,1.94,21,1,purple
211,65268,40.68276,-73.95264,75,230,5,64,0.64,218,1,purple
212,65562,40.72956,-73.98158,129,27,7,5,0.13,219,1,purple
213,65615,40.71069,-73.95175,130,295,10,53,0.49,33,1,purple
214,65660,40.70863,-73.94641,95,284,4,149,1.37,74,1,purple
215,65813,40.82888,-73.94307,75,7,3,20,0.24,337,1,purple
216,65834,40.67319,-73.97323,175,264,2,11,0.1,7,1,purple
217,66008,40.67846,-73.99443,190,20,3,59,0.63,322,1,purple
218,66251,40.72681,-73.98534,212,308,3,81,1.44,71,1,purple
219,66275,40.71904,-73.99392,95,27,1,130,1.26,340,1,purple
220,66718,40.81322,-73.95306,135,167,6,200,1.9,1,1,purple
221,66741,40.67732,-73.98225,150,64,2,238,2.21,0,1,purple
222,66974,40.68076,-73.9896,190,77,3,76,0.83,327,1,purple
223,67288,40.79603,-73.94903,124,70,28,25,0.28,137,1,purple
224,67299,40.71492,-73.96282,135,282,30,58,0.55,85,1,purple
225,67397,40.80393,-73.95838,122,25,3,109,1.04,0,1,purple
226,68099,40.80082,-73.9652,109,18,1,112,1.08,365,1,purple
227,68403,40.683,-73.91981,145,297,3,140,1.32,73,1,purple
228,68735,40.78971,-73.9729,195,41,11,32,0.32,318,1,purple
229,68765,40.67817,-73.99495,250,120,2,126,1.49,0,1,purple
230,68974,40.71943,-73.99627,575,41,2,209,1.96,329,1,purple
231,69894,40.78,-73.98249,150,335,30,49,0.53,0,1,purple
232,70095,40.86713,-73.92811,90,216,2,129,1.29,0,1,purple
233,70128,40.73198,-73.98881,65,248,31,53,0.6,0,1,purple
234,70279,40.67714,-74.0113,185,3,14,64,0.61,364,1,purple
235,70609,40.72542,-73.97986,500,47,2,53,0.5,1,1,purple
236,71010,40.83494,-73.93869,265,12,3,34,0.43,328,1,purple
237,71248,40.71659,-73.98945,125,198,25,46,0.43,93,1,purple
238,71366,40.72966,-74.00243,200,159,30,41,0.44,94,1,purple
239,71812,40.87207,-73.90193,92,210,8,6,0.36,186,1,purple
240,72190,40.77728,-73.97818,110,314,13,38,0.37,0,1,purple
241,72265,40.72646,-73.95341,59,304,3,32,0.38,73,1,purple
242,74073,40.71015,-73.96101,195,305,3,81,0.79,136,1,purple
243,74240,40.71903,-73.9597,169,115,1,69,0.65,82,1,purple
244,74680,40.77635,-73.93426,115,41,2,219,2.12,0,1,purple
245,75193,40.71398,-73.95763,69,317,2,244,2.29,0,1,purple
246,75635,40.71876,-73.98394,150,174,3,311,2.91,1,1,purple
247,76761,40.66552,-73.99019,169,211,2,420,3.99,0,1,purple
248,77765,40.73749,-73.95292,179,9,3,38,0.36,19,1,purple
249,77936,40.76248,-73.9913,150,296,3,46,0.44,150,1,purple
250,79782,40.70495,-73.95436,120,10,20,80,0.76,265,1,purple
251,80493,40.72329,-73.98486,75,139,2,192,1.82,327,1,purple
252,80684,40.73776,-73.95327,349,9,3,8,0.08,17,1,purple
253,80700,40.73738,-73.95482,349,6,3,7,0.07,22,1,purple
254,80924,40.67542,-73.98142,165,84,30,35,0.49,291,1,purple
255,81739,40.73842,-73.95312,249,9,3,2,0.02,22,1,purple
256,82550,40.69441,-73.99771,200,245,3,90,0.91,88,1,purple
257,82638,40.72399,-73.98374,169,55,3,258,2.46,321,1,purple
258,82928,40.6824,-73.94615,185,26,3,66,1.38,300,1,purple
259,83446,40.68819,-73.97258,130,257,35,6,0.06,0,1,purple
260,83847,40.72451,-73.98094,225,358,2,36,0.34,72,1,purple
261,84010,40.73813,-73.95394,179,9,3,16,0.16,22,1,purple
262,84659,40.72843,-73.98895,159,314,1,416,3.96,200,1,purple
263,84905,40.71271,-73.99776,95,290,3,239,2.27,69,1,purple
264,85094,40.66966,-73.94735,79,219,15,12,0.11,150,1,purple
265,86215,40.71965,-73.98766,199,200,2,162,1.54,137,1,purple
266,87279,40.80783,-73.93878,69,18,1,127,1.21,356,1,purple
267,89621,40.68048,-73.94911,90,13,3,234,2.31,354,1,purple
268,93313,40.68314,-73.93963,120,51,2,88,0.84,312,1,purple
269,94035,40.75961,-73.91117,80,15,1,48,1.2,356,1,purple
270,94477,40.69305,-73.93185,175,92,2,395,3.8,157,1,purple
271,94783,40.67174,-73.95663,120,20,5,108,1.03,337,1,purple
272,95747,40.71055,-73.95098,140,27,7,13,0.12,63,1,purple
273,95883,40.69465,-73.95458,200,361,5,5,0.08,157,1,purple
274,96471,40.68413,-73.96542,165,4,4,12,0.12,356,1,purple
275,98663,40.74893,-73.99544,130,146,30,19,0.19,0,1,purple
276,99070,40.79406,-73.94102,65,203,7,133,1.27,146,1,purple
277,100002,40.85295,-73.93361,67,21,2,148,1.42,0,1,purple
278,100186,40.66918,-73.99187,130,176,5,100,0.97,61,1,purple
279,100368,40.7395,-74.00123,279,56,31,32,0.31,95,1,purple
280,101053,40.71125,-73.95613,100,356,5,33,0.32,10,1,purple
281,102995,40.78558,-73.9696,212,342,21,45,0.43,3,1,purple
282,103161,40.71577,-73.96053,250,3,3,132,1.75,343,1,purple
283,103311,40.73861,-73.95485,599,9,3,9,0.09,0,1,purple
284,103806,40.72577,-73.98745,249,14,5,171,1.65,356,1,purple
285,105469,40.58615,-73.81245,70,2,3,14,0.13,364,1,purple
286,105510,40.67086,-73.94872,100,30,30,16,0.16,365,1,purple
287,106363,40.82773,-73.95231,60,101,3,404,3.88,1,1,purple
288,106647,40.68505,-73.95684,135,177,2,94,0.9,6,1,purple
289,107630,40.72911,-73.95493,175,23,3,263,2.55,0,1,purple
290,107895,40.77944,-73.98567,120,232,5,55,0.59,117,1,purple
291,112359,40.78491,-73.9508,225,75,2,58,0.56,337,1,purple
292,112435,40.69088,-73.97307,95,15,2,172,1.66,335,1,purple
293,113265,40.67555,-73.95057,55,62,2,265,2.56,0,1,purple
294,114229,40.71895,-73.99434,211,0,1,67,0.73,1,1,purple
295,114969,40.75579,-73.96699,145,355,6,39,0.38,0,1,purple
296,115535,40.82399,-73.95328,65,54,14,37,0.36,252,1,purple
297,115678,40.81822,-73.94095,99,85,1,340,3.27,284,1,purple
298,116940,40.67705,-73.94925,80,18,3,241,2.32,0,1,purple
299,117425,40.69263,-73.99438,175,9,14,95,0.91,278,1,purple
300,118061,40.68448,-73.92747,102,52,4,79,0.8,326,1,purple
301,121687,40.72063,-73.95952,200,354,2,50,0.51,42,1,purple
302,121861,40.67644,-73.98082,165,269,2,23,0.22,16,1,purple
303,123784,40.80481,-73.94794,110,25,2,159,1.53,347,1,purple
304,125053,40.72533,-73.99143,395,202,2,79,0.79,150,1,purple
305,125163,40.68569,-73.93038,99,42,2,38,0.5,357,1,purple
306,125594,40.64302,-73.97255,39,6,1,85,0.92,365,1,purple
307,126443,40.72939,-73.98857,189,50,2,432,4.18,201,1,purple
308,127387,40.66862,-73.9926,260,207,30,3,0.03,314,1,purple
309,128975,40.81333,-73.94453,122,45,1,122,1.18,344,1,purple
310,130439,40.82907,-73.94446,59,77,1,7,0.08,350,1,purple
311,131154,40.72473,-73.95199,165,249,2,191,1.86,0,1,purple
312,132516,40.70925,-73.85262,97,126,3,31,1.1,185,1,purple
313,132570,40.73215,-74.00922,170,221,4,24,0.24,0,1,purple
314,132661,40.75505,-73.99187,76,343,12,71,1.15,19,1,purple
315,133025,40.7463,-73.97926,130,202,4,118,1.14,82,1,purple
316,134934,40.71823,-73.95849,225,328,7,26,0.41,129,1,purple
317,135393,40.651,-73.94886,50,213,2,282,2.75,154,1,purple
318,135465,40.68626,-73.97598,170,53,3,98,0.99,160,1,purple
319,139624,40.67456,-73.95151,64,310,21,74,0.74,52,1,purple
320,140133,40.71363,-73.96019,249,18,3,166,1.63,225,1,purple
321,140973,40.72274,-73.97581,185,22,2,75,0.73,0,1,purple
322,141154,40.6858,-73.9828,110,179,3,251,2.48,256,1,purple
323,141335,40.67535,-73.97654,650,7,1,35,0.39,355,1,purple
324,141984,40.72094,-73.99706,175,55,3,72,0.7,332,1,purple
325,144087,40.80473,-73.9532,259,8,8,20,0.19,365,1,purple
326,148259,40.71541,-73.94144,451,6,2,78,0.88,358,1,purple
327,148825,40.79765,-73.96245,150,93,2,208,2.24,317,1,purple
328,149777,40.89747,-73.8639,69,28,1,219,2.6,344,1,purple
329,150804,40.72008,-73.98404,250,362,4,26,0.26,89,1,purple
330,151199,40.75725,-73.91098,129,40,2,443,4.42,0,1,purple
331,151478,40.7102,-73.94495,98,246,2,8,0.08,97,1,purple
332,152259,40.81156,-73.94571,55,18,3,122,1.19,337,1,purple
333,152263,40.80497,-73.95016,300,37,2,222,2.22,288,1,purple
334,153405,40.72937,-73.95671,125,311,2,120,1.19,8,1,purple
335,153780,40.72587,-73.98438,175,70,3,182,1.78,314,1,purple
336,154934,40.82426,-73.9463,75,0,7,38,0.4,339,1,purple
337,157673,40.68101,-73.94081,72,102,31,88,0.87,116,1,purple
338,158061,40.68669,-73.91989,165,26,1,27,0.26,365,1,purple
339,158176,40.71534,-73.95914,140,356,5,124,1.29,0,1,purple
340,158955,40.70867,-73.94284,139,137,2,408,4.03,266,1,purple
341,159749,40.67963,-73.93908,88,115,1,72,0.73,252,1,purple
342,159815,40.6798,-73.93908,80,108,1,46,0.46,326,1,purple
343,159913,40.74346,-73.99882,150,16,2,47,1.83,344,1,purple
344,160994,40.72972,-73.97995,200,26,2,113,1.13,97,1,purple
345,161996,40.83096,-73.94633,295,41,3,240,2.34,299,1,purple
346,162493,40.71323,-73.95745,450,364,3,37,0.72,2,1,purple
347,162508,40.67212,-73.9506,130,228,7,31,0.35,4,1,purple
348,163809,40.80523,-73.95139,198,141,5,48,0.47,108,1,purple
349,163814,40.72636,-73.98917,99,14,2,306,3.03,295,1,purple
350,164989,40.72351,-73.99683,140,166,1,75,0.74,0,1,purple
351,165080,40.6809,-73.99233,500,364,7,7,0.07,0,1,purple
352,165461,40.80525,-73.95916,75,150,5,60,0.59,313,1,purple
353,166541,40.84468,-73.94303,75,31,2,37,0.36,318,1,purple
354,168084,40.72578,-73.97879,190,329,3,167,1.72,0,1,purple
355,168123,40.66085,-73.98537,105,272,28,106,1.05,0,1,purple
356,170761,40.68768,-73.97611,85,187,2,47,0.69,0,1,purple
357,172499,40.77938,-73.94874,250,20,365,26,0.26,0,1,purple
358,173072,40.80827,-73.95329,49,97,3,186,4.47,345,1,purple
359,173151,40.72901,-73.95812,91,56,3,255,2.51,0,1,purple
360,173742,40.73476,-73.98452,400,31,2,110,1.12,332,1,purple
361,174527,40.69055,-73.92357,150,273,2,11,0.38,32,1,purple
362,174966,40.7735,-73.98697,2000,1,30,30,0.31,1,1,purple
363,176135,40.67505,-73.95969,97,173,3,33,0.33,270,1,purple
364,176653,40.72974,-73.98201,100,361,4,51,0.5,21,1,purple
365,177421,40.72315,-73.95226,500,121,2,24,0.24,58,1,purple
366,177606,40.74112,-73.97686,189,11,6,101,1.01,341,1,purple
367,179670,40.72019,-73.98217,130,4,3,111,1.11,355,1,purple
368,180507,40.75744,-73.92163,300,0,30,21,0.21,279,1,purple
369,180792,40.75695,-73.9202,220,29,30,25,0.25,357,1,purple
370,181972,40.8296,-73.94651,199,336,2,126,1.26,44,1,purple
371,182069,40.79056,-73.9468,120,88,4,102,1.02,333,1,purple
372,182177,40.86466,-73.85709,125,22,2,295,2.93,270,1,purple
373,182649,40.71312,-73.96199,70,293,2,254,2.55,50,1,purple
374,187566,40.69242,-73.95097,99,39,2,209,2.09,314,1,purple
375,188661,40.68262,-73.97299,170,120,3,67,0.67,0,1,purple
376,189135,40.76311,-73.99388,99,14,1,97,1.03,358,1,purple
377,189732,40.67497,-73.87305,169,29,3,192,1.92,334,1,purple
378,189787,40.66788,-73.94813,99,263,4,101,1.0,12,1,purple
379,190542,40.68967,-73.95445,160,5,3,46,0.46,355,1,purple
380,190968,40.67946,-73.96501,215,209,3,36,0.36,168,1,purple
381,190974,40.66944,-73.98083,130,60,3,195,2.08,345,1,purple
382,191075,40.72566,-73.97748,110,18,3,84,0.84,136,1,purple
383,191610,40.74639,-74.00352,111,291,3,74,0.77,48,1,purple
384,193105,40.7709,-73.99181,139,355,28,45,0.45,159,1,purple
385,193333,40.71943,-73.95958,72,40,31,53,0.53,365,1,purple
386,193393,40.74249,-73.92466,75,357,2,176,1.75,0,1,purple
387,194154,40.7969,-73.96128,89,26,6,35,0.35,94,1,purple
388,195123,40.83403,-73.94553,50,12,1,230,2.28,0,1,purple
389,195233,40.65513,-73.95641,43,328,1,500,7.63,0,1,purple
390,195240,40.65589,-73.95539,42,323,1,79,0.87,92,1,purple
391,195578,40.70275,-73.94501,85,344,1,47,0.9,0,1,purple
392,195989,40.67617,-73.98136,105,91,3,226,2.25,0,1,purple
393,197155,40.76415,-73.99067,149,355,2,132,1.32,0,1,purple
394,197753,40.83127,-73.94718,68,48,2,315,3.9,249,1,purple
395,197942,40.68497,-73.95592,99,77,3,221,2.21,336,1,purple
396,199195,40.82922,-73.94174,75,289,3,51,0.62,54,1,purple
397,199312,40.71137,-73.94362,100,49,2,285,2.83,288,1,purple
