,id,latitude,longitude,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020,clusters,cluster
398,200955,40.73089,-73.98195,160,259,30,26,0.26,156,1,purple
399,201992,40.6755,-73.97859,190,14,4,106,1.52,328,1,purple
400,204065,40.68634,-73.96161,248,111,2,63,0.63,0,1,purple
401,204833,40.7093,-73.9497,100,26,2,8,0.08,354,1,purple
402,204959,40.713,-73.99752,95,289,3,189,1.92,74,1,purple
403,205485,40.68186,-73.94113,145,26,3,132,1.31,339,1,purple
404,205735,40.68364,-73.91076,41,39,2,62,0.63,339,1,purple
405,205867,40.71893,-73.9428,120,179,4,94,1.01,307,1,purple
406,206772,40.71413,-73.96596,195,29,4,35,0.36,330,1,purple
407,206957,40.58422,-73.94079,70,275,4,129,1.28,85,1,purple
408,208889,40.69025,-73.93323,145,120,3,45,0.45,0,1,purple
409,209310,40.73826,-73.92458,50,206,1,276,2.93,0,1,purple
410,211078,40.73049,-73.96115,185,97,3,228,2.27,34,1,purple
411,212109,40.73854,-74.00821,80,49,30,10,0.2,295,1,purple
412,212178,40.75877,-73.98863,230,294,2,193,1.92,95,1,purple
413,215560,40.68741,-73.95741,79,298,3,166,1.66,149,1,purple
414,215784,40.75627,-73.9211,190,20,30,27,0.27,319,1,purple
415,215907,40.79816,-73.9619,300,336,2,46,0.46,11,1,purple
416,217580,40.61927,-74.0307,100,32,30,7,0.08,153,1,purple
417,218358,40.8078,-73.95208,80,33,90,22,0.37,242,1,purple
418,219066,40.61922,-73.99399,110,221,1,26,0.26,333,1,purple
419,219922,40.816,-73.95545,100,279,1,37,0.41,86,1,purple
420,220351,40.82748,-73.95153,55,205,4,101,1.01,0,1,purple
421,220946,40.72229,-73.97901,146,125,3,151,1.52,227,1,purple
422,221097,40.72501,-73.95185,102,102,29,22,0.22,339,1,purple
423,222054,40.68012,-73.97847,100,16,3,25,0.25,0,1,purple
424,222304,40.74233,-73.99865,199,286,5,34,0.34,0,1,purple
425,222913,40.71238,-73.98329,140,178,30,222,2.27,312,1,purple
426,223930,40.67424,-73.96665,150,8,5,24,0.24,349,1,purple
427,225306,40.68749,-73.95494,79,9,3,131,1.31,216,1,purple
428,225887,40.68645,-73.97538,140,26,3,164,1.65,0,1,purple
429,225926,40.68999,-73.96711,191,28,1,175,1.75,334,1,purple
430,225976,40.61077,-74.06824,75,199,6,80,0.8,267,1,purple
431,226021,40.71126,-73.94576,220,213,3,137,1.38,142,1,purple
432,227715,40.67855,-73.94949,80,16,3,246,2.46,347,1,purple
433,228317,40.68516,-73.92521,135,99,4,86,0.87,295,1,purple
434,228517,40.71611,-73.99828,110,0,20,59,0.61,285,1,purple
435,228925,40.67964,-73.93946,100,26,30,63,1.63,339,1,purple
436,230321,40.69046,-73.95167,99,344,2,40,0.43,45,1,purple
437,230877,40.79239,-73.94535,140,35,28,115,1.15,365,1,purple
438,231154,40.67238,-73.76583,70,0,2,31,0.31,365,1,purple
439,231414,40.72599,-74.00168,270,125,5,2,0.03,160,1,purple
440,232612,40.68309,-73.94219,110,107,3,326,3.29,269,1,purple
441,233189,40.76166,-73.99675,179,94,30,87,0.88,48,1,purple
442,233638,40.70163,-73.90867,55,26,1,19,0.24,336,1,purple
443,233662,40.75575,-73.96842,110,201,2,65,0.66,174,1,purple
444,234184,40.80903,-73.94197,325,224,5,96,0.97,127,1,purple
445,234870,40.74581,-73.95295,75,348,1,65,0.7,299,1,purple
446,235515,40.70033,-73.82987,40,19,3,54,0.54,261,1,purple
447,235552,40.66414,-73.98574,300,198,1,43,0.45,1,1,purple
448,235651,40.74,-74.00381,111,14,30,85,0.86,247,1,purple
449,235951,40.75348,-73.97065,170,292,30,141,1.42,0,1,purple
450,235960,40.72066,-73.98506,200,31,3,101,1.02,338,1,purple
451,236671,40.71746,-73.95497,180,27,2,149,1.53,193,1,purple
452,236788,40.70257,-73.9847,330,353,6,41,0.49,102,1,purple
453,237127,40.73833,-73.98186,99,47,30,139,1.51,28,1,purple
454,239733,40.77679,-73.91687,75,279,28,52,0.53,0,1,purple
455,239883,40.68501,-73.97019,85,294,5,131,1.32,50,1,purple
456,240800,40.67722,-73.96542,57,21,3,162,1.65,347,1,purple
457,241140,40.68975,-73.96703,350,25,1,44,0.45,337,1,purple
458,241159,40.69221,-73.95866,110,364,6,8,0.27,64,1,purple
459,242532,40.6893,-73.96602,223,26,1,132,1.34,334,1,purple
460,242643,40.70832,-73.94157,137,2,1,27,0.31,345,1,purple
461,243229,40.68016,-73.94878,280,0,3,5,0.05,365,1,purple
462,243708,40.70875,-73.95508,199,232,30,253,2.57,95,1,purple
463,245544,40.8679,-73.90023,42,18,2,125,1.48,347,1,purple
464,245574,40.6889,-73.95383,180,106,2,181,1.83,354,1,purple
465,245607,40.75127,-73.99637,226,33,5,36,0.39,0,1,purple
466,246134,40.67607,-73.94421,85,26,3,5,0.05,279,1,purple
467,246916,40.7347,-73.88066,79,81,4,72,0.73,308,1,purple
468,246938,40.71876,-73.98851,154,44,1,262,2.71,320,1,purple
469,248865,40.73787,-73.95385,199,11,3,36,0.37,0,1,purple
470,248871,40.73066,-74.00287,700,38,3,146,1.48,347,1,purple
471,249867,40.68707,-73.91918,100,14,1,7,0.07,339,1,purple
472,250259,40.7184,-73.96019,275,3,4,167,3.62,1,1,purple
473,250536,40.81068,-73.94288,125,0,1,11,0.11,365,1,purple
474,250801,40.73129,-73.99944,850,39,2,119,1.21,0,1,purple
475,251262,40.71628,-73.95737,129,30,2,260,2.66,307,1,purple
476,251277,40.78558,-73.9726,140,58,2,196,2.0,336,1,purple
477,252076,40.7146,-73.991,115,26,4,159,1.63,347,1,purple
478,253466,40.73693,-73.95284,199,9,3,35,0.47,108,1,purple
479,253471,40.73641,-73.9533,199,9,3,24,0.3,108,1,purple
480,253475,40.73794,-73.95254,199,9,3,65,0.69,108,1,purple
481,253590,40.79771,-73.96323,185,205,2,22,0.29,84,1,purple
482,253623,40.81512,-73.94692,81,361,2,72,0.73,0,1,purple
483,253800,40.7373,-73.95323,199,9,3,28,0.28,108,1,purple
484,253803,40.73708,-73.95271,199,9,3,24,0.26,108,1,purple
485,253806,40.73652,-73.95236,199,10,3,45,0.46,108,1,purple
486,253811,40.73693,-73.95316,199,9,3,36,0.37,95,1,purple
487,253815,40.73784,-73.95324,199,10,3,47,0.5,0,1,purple
488,253828,40.73674,-73.95247,349,9,3,8,0.09,15,1,purple
489,253839,40.73783,-73.95259,249,9,3,4,0.04,22,1,purple
490,253842,40.73714,-73.95296,299,9,3,6,0.1,0,1,purple
491,253846,40.73731,-73.9545,179,9,3,6,0.07,22,1,purple
492,254131,40.74965,-73.89344,59,0,5,60,0.67,365,1,purple
493,254168,40.73793,-73.95316,599,9,3,7,0.08,0,1,purple
494,255024,40.70271,-73.91566,220,37,2,191,2.68,317,1,purple
495,255476,40.7116,-73.9529,89,213,4,31,0.73,0,1,purple
496,255601,40.69241,-73.94885,170,20,2,206,2.1,329,1,purple
497,256369,40.68946,-73.99385,98,77,4,232,2.36,0,1,purple
498,257097,40.68226,-73.95473,125,46,30,32,0.33,253,1,purple
499,257568,40.67855,-73.8896,48,119,90,53,0.54,1,1,purple
500,257787,40.71408,-73.9489,82,203,5,261,2.65,152,1,purple
501,258284,40.68618,-73.96144,154,269,3,233,2.37,114,1,purple
502,258397,40.67379,-73.98454,139,69,3,149,1.52,89,1,purple
503,258688,40.74031,-74.00532,325,325,4,46,0.48,1,1,purple
504,258690,40.74618,-74.00392,195,167,365,10,0.12,0,1,purple
505,258838,40.59251,-74.06479,250,35,2,23,0.26,344,1,purple
506,259946,40.59262,-74.06659,125,30,2,9,0.1,204,1,purple
507,260765,40.76928,-73.95021,189,35,2,323,3.36,350,1,purple
508,261194,40.68338,-73.95289,130,175,3,21,0.27,0,1,purple
509,261344,40.70523,-74.01345,101,69,5,61,0.63,0,1,purple
510,262343,40.72087,-73.99022,153,309,31,62,0.63,49,1,purple
511,262405,40.64468,-73.94219,92,301,4,64,0.7,59,1,purple
512,262583,40.73312,-74.0042,300,53,4,169,1.74,0,1,purple
513,263005,40.69778,-73.97676,160,340,30,114,1.18,3,1,purple
514,263190,40.72534,-73.98591,88,313,2,69,0.85,0,1,purple
515,263776,40.74558,-73.92324,73,281,2,95,0.97,0,1,purple
516,264323,40.81055,-73.95549,85,7,7,174,1.77,299,1,purple
517,265036,40.6711,-73.95231,99,327,30,25,0.64,180,1,purple
518,265064,40.67962,-73.88928,48,154,90,17,0.25,0,1,purple
519,265831,40.72313,-73.99438,310,251,5,5,0.08,81,1,purple
520,266146,40.78448,-73.97289,109,29,30,37,0.38,238,1,purple
521,266155,40.78304,-73.97447,167,42,30,17,0.17,277,1,purple
522,266449,40.71992,-73.98773,195,12,4,70,0.75,1,1,purple
523,267535,40.89557,-73.8447,50,3,2,18,0.19,346,1,purple
524,267652,40.64277,-73.97296,60,200,2,25,0.48,359,1,purple
525,267708,40.79111,-73.94466,99,202,3,31,1.0,173,1,purple
526,268392,40.79951,-73.95257,130,301,2,35,0.4,12,1,purple
527,268868,40.75114,-74.00195,350,353,3,67,0.7,0,1,purple
528,269283,40.66431,-73.93216,50,20,3,26,0.31,337,1,purple
529,269289,40.77175,-73.9578,130,208,6,14,0.14,275,1,purple
530,269889,40.74579,-73.95012,95,43,2,258,2.74,0,1,purple
531,270139,40.70278,-73.92673,45,311,2,21,0.27,3,1,purple
532,270231,40.74409,-73.91122,85,27,2,283,2.93,348,1,purple
533,270315,40.68812,-73.93254,34,12,10,18,0.2,90,1,purple
534,271083,40.65772,-73.96131,89,21,4,129,1.33,322,1,purple
535,271128,40.68884,-73.95059,60,350,5,11,0.21,55,1,purple
536,271130,40.6865,-73.95372,65,175,5,45,0.49,19,1,purple
537,271694,40.75282,-73.97315,125,0,365,19,0.2,365,1,purple
538,272026,40.85774,-73.92901,60,115,122,20,0.37,351,1,purple
539,272044,40.72257,-73.98465,499,2,3,49,0.5,362,1,purple
540,272738,40.70513,-73.95505,60,196,2,44,0.45,161,1,purple
541,273190,40.73301,-74.00268,1300,31,5,29,0.31,345,1,purple
542,274062,40.80285,-73.95166,99,200,2,69,1.04,44,1,purple
543,274329,40.70642,-73.91665,110,112,3,128,1.81,108,1,purple
544,274376,40.68156,-73.96537,135,77,5,8,0.15,315,1,purple
545,274743,40.77368,-73.95198,110,18,15,1,0.02,339,1,purple
546,275976,40.68631,-73.93702,165,32,2,219,2.35,119,1,purple
547,276216,40.65992,-73.99042,127,0,180,1,0.03,250,1,purple
548,276317,40.67847,-73.97038,402,26,3,102,1.06,353,1,purple
549,276482,40.81371,-73.95585,85,14,7,130,1.35,0,1,purple
550,277133,40.71445,-73.96126,130,293,6,24,0.27,158,1,purple
551,277207,40.72868,-73.95835,75,12,7,15,0.23,343,1,purple
552,277370,40.73168,-73.98662,139,102,1125,53,0.58,1,1,purple
553,277883,40.65689,-73.9533,75,354,6,58,0.6,5,1,purple
554,279857,40.68492,-73.95489,800,125,4,132,1.4,1,1,purple
555,281756,40.73321,-73.95587,95,59,5,18,0.19,0,1,purple
556,281851,40.80671,-73.95082,130,20,1,125,2.5,346,1,purple
557,282443,40.71601,-73.99123,90,360,3,110,1.14,9,1,purple
558,282514,40.68106,-73.9292,97,6,4,42,1.79,68,1,purple
559,282863,40.68131,-73.98879,91,19,1,78,0.81,223,1,purple
560,282977,40.67264,-73.98136,125,33,3,243,2.51,0,1,purple
561,283090,40.7241,-73.97899,170,175,3,24,0.25,125,1,purple
562,283194,40.74388,-73.99923,500,44,6,77,0.8,36,1,purple
563,283550,40.76001,-73.99133,175,357,3,10,0.21,0,1,purple
564,284855,40.73362,-74.00923,240,213,5,100,1.11,150,1,purple
565,286662,40.67106,-73.95463,110,49,3,250,2.59,311,1,purple
566,287397,40.68991,-73.93179,100,129,3,38,0.39,59,1,purple
567,287417,40.68174,-73.91921,300,26,2,50,0.56,127,1,purple
568,287481,40.70839,-73.94289,120,304,4,66,0.68,17,1,purple
569,287839,40.69018,-73.98107,175,6,3,42,0.45,1,1,purple
570,287845,40.68128,-73.99522,275,59,31,122,1.27,282,1,purple
571,289288,40.72506,-73.98865,219,97,2,129,1.35,318,1,purple
572,289995,40.71947,-73.95252,250,80,30,51,0.55,156,1,purple
573,290457,40.71283,-73.99703,139,164,7,40,0.42,165,1,purple
574,292047,40.73908,-74.00378,105,105,3,227,2.45,247,1,purple
575,292121,40.7625,-73.9869,199,20,3,6,0.1,350,1,purple
576,292266,40.69755,-73.91187,50,295,14,18,0.19,57,1,purple
577,293837,40.70736,-73.94331,157,333,5,54,0.62,18,1,purple
578,294227,40.73683,-73.9543,199,9,3,44,0.48,108,1,purple
579,294242,40.7389,-73.95395,199,9,3,76,0.89,108,1,purple
580,294259,40.73806,-73.95462,199,12,3,84,0.91,102,1,purple
581,294263,40.73661,-73.95479,199,12,3,99,1.11,85,1,purple
582,294280,40.73857,-73.95435,199,9,3,24,0.26,0,1,purple
583,294353,40.70695,-73.95372,135,27,14,90,1.13,156,1,purple
584,294490,40.73857,-73.95299,199,15,3,56,0.6,108,1,purple
585,295998,40.7909,-73.96762,300,231,5,44,0.54,109,1,purple
586,296345,40.71143,-73.94159,75,346,2,106,1.1,353,1,purple
587,296361,40.737,-73.87444,55,10,1,63,0.83,308,1,purple
588,296717,40.68855,-73.95405,55,180,5,20,0.21,260,1,purple
589,298073,40.71629,-73.95786,130,347,12,24,0.25,3,1,purple
590,298759,40.68622,-73.94675,55,30,2,132,1.49,345,1,purple
591,299078,40.72509,-74.00304,250,325,7,157,1.65,0,1,purple
592,299531,40.66795,-73.89232,95,17,2,136,1.5,341,1,purple
593,301034,40.80637,-73.95433,140,361,2,54,0.57,343,1,purple
594,302057,40.64387,-73.96855,75,27,2,162,1.72,175,1,purple
595,302758,40.7968,-73.93611,150,286,7,12,0.14,64,1,purple
596,303462,40.78012,-73.98439,295,184,1,5,2.08,146,1,purple
597,305211,40.71532,-73.96064,205,66,3,253,2.78,260,1,purple
598,306799,40.70793,-73.91987,65,91,5,127,1.38,0,1,purple
599,310272,40.62318,-74.07848,59,12,1,51,0.54,334,1,purple
600,310325,40.82286,-73.94596,75,26,3,34,0.38,308,1,purple
601,310524,40.69348,-73.95927,85,56,3,17,0.18,276,1,purple
602,310796,40.78443,-73.97399,109,122,30,19,0.2,279,1,purple
603,311343,40.79107,-73.94381,86,167,3,219,2.34,343,1,purple
604,311356,40.70215,-73.91139,52,24,2,106,1.12,363,1,purple
605,312429,40.67339,-73.96519,100,332,2,65,0.85,65,1,purple
606,313890,40.72209,-73.99274,99,11,30,15,0.35,352,1,purple
607,314982,40.73171,-73.98717,89,39,3,149,1.57,0,1,purple
608,316238,40.69213,-73.951,135,35,2,54,0.61,322,1,purple
609,317905,40.64354,-73.97777,89,346,3,62,0.67,338,1,purple
610,318021,40.80343,-73.9531,110,92,3,54,0.62,0,1,purple
611,318187,40.70462,-73.9228,120,231,2,57,0.62,1,1,purple
612,319724,40.71394,-73.96267,79,189,1,219,2.29,164,1,purple
613,319798,40.6339,-74.02035,49,7,4,79,0.84,343,1,purple
614,319844,40.73028,-73.95927,79,29,14,24,0.26,351,1,purple
615,320865,40.8076,-73.94433,135,109,30,26,0.28,327,1,purple
616,320876,40.66485,-73.98343,185,17,2,224,2.39,336,1,purple
617,321014,40.73294,-73.98282,245,336,5,18,0.2,0,1,purple
618,321136,40.83456,-73.9457,135,353,5,19,0.21,119,1,purple
619,322037,40.72091,-73.95814,325,21,2,408,4.35,1,1,purple
620,322604,40.71819,-73.95414,95,323,2,174,1.85,72,1,purple
621,323453,40.70551,-73.93305,195,220,2,53,0.57,2,1,purple
622,323706,40.77892,-73.98238,499,211,30,64,0.68,180,1,purple
623,324115,40.71336,-73.96192,89,39,1,233,2.45,153,1,purple
624,324800,40.71368,-73.94478,160,355,3,25,0.27,0,1,purple
625,325429,40.7761,-73.95265,219,43,4,110,1.17,193,1,purple
626,326832,40.77471,-73.95574,159,330,2,37,0.51,0,1,purple
627,326956,40.68625,-73.96446,180,62,3,20,0.22,0,1,purple
628,328040,40.75023,-73.98293,299,226,10,25,0.33,84,1,purple
629,328744,40.66684,-73.95877,165,116,2,23,0.24,68,1,purple
630,329310,40.71638,-73.99167,250,116,5,13,0.14,321,1,purple
631,329385,40.86658,-73.92558,87,151,7,57,0.72,1,1,purple
632,333189,40.71179,-73.96449,79,174,5,46,0.49,167,1,purple
633,333323,40.76186,-73.99165,75,24,2,135,2.22,343,1,purple
634,334607,40.71417,-73.95917,200,318,30,53,0.57,0,1,purple
635,334781,40.82772,-73.93877,80,4,1,25,0.33,343,1,purple
636,335797,40.63602,-73.94607,76,18,3,64,0.68,361,1,purple
637,335819,40.63759,-73.9459,75,22,2,55,0.59,354,1,purple
638,335820,40.63611,-73.94637,66,35,2,81,0.86,352,1,purple
639,336220,40.803,-73.95278,125,127,3,216,2.32,294,1,purple
640,339456,40.79526,-73.9655,387,360,1,23,0.55,0,1,purple
641,341525,40.75763,-73.99482,95,314,4,73,0.84,66,1,purple
642,342027,40.77631,-73.95289,121,15,1,16,0.18,353,1,purple
643,342995,40.81169,-73.94355,75,203,2,87,0.94,147,1,purple
644,343276,40.75782,-73.99349,95,307,5,123,1.34,56,1,purple
645,344019,40.73104,-74.00879,195,57,1,7,0.07,279,1,purple
646,347865,40.72143,-73.98117,189,26,3,271,2.9,346,1,purple
647,350525,40.66888,-73.95292,145,207,14,46,0.5,193,1,purple
648,351859,40.74964,-73.99158,265,14,4,87,0.94,326,1,purple
649,352651,40.65846,-73.95057,77,56,5,11,0.12,354,1,purple
650,353317,40.71515,-73.99029,129,245,3,150,1.6,154,1,purple
651,354095,40.72986,-73.97913,199,344,6,43,0.46,18,1,purple
652,355106,40.66039,-73.95937,92,21,7,44,0.48,318,1,purple
653,359982,40.70712,-73.94013,68,207,5,36,0.39,0,1,purple
654,363016,40.72662,-73.90579,133,0,30,3,0.03,365,1,purple
655,363320,40.79967,-73.95156,97,277,2,6,0.08,89,1,purple
656,364785,40.67962,-73.97655,80,27,2,32,0.71,329,1,purple
657,367810,40.7376,-73.95678,120,26,5,3,0.08,338,1,purple
658,369411,40.71148,-73.95573,94,357,2,289,3.19,0,1,purple
659,369567,40.67425,-73.96514,56,364,3,63,0.77,0,1,purple
660,369671,40.72899,-73.97792,549,265,2,74,0.79,98,1,purple
661,373618,40.72212,-73.95696,139,279,4,68,0.73,0,1,purple
662,374548,40.68534,-73.93433,85,64,5,284,3.05,226,1,purple
663,375249,40.62109,-74.16534,20,14,3,90,0.98,0,1,purple
664,380416,40.67407,-73.98111,125,146,4,25,0.63,244,1,purple
665,380730,40.59721,-73.95149,50,339,30,3,0.07,0,1,purple
666,382523,40.80491,-73.94866,160,31,3,11,0.13,358,1,purple
667,382524,40.80334,-73.94805,180,31,3,14,0.15,355,1,purple
668,385190,40.87039,-73.91611,100,1,1,27,0.29,365,1,purple
669,385824,40.87991,-73.91673,120,39,2,57,1.31,334,1,purple
670,387377,40.80151,-73.9522,197,285,2,73,0.79,0,1,purple
671,387666,40.83434,-73.94027,99,12,3,8,0.54,147,1,purple
672,389482,40.71151,-73.81561,75,26,1,59,0.65,1,1,purple
673,391955,40.68636,-74.00345,159,331,2,129,1.4,0,1,purple
674,392948,40.70994,-73.96573,45,2,27,21,0.67,364,1,purple
675,393016,40.76013,-73.99007,104,26,2,143,1.53,234,1,purple
676,393682,40.72172,-73.99689,100,85,5,61,0.66,188,1,purple
677,394111,40.71068,-73.81577,75,26,1,16,0.17,339,1,purple
678,396636,40.83091,-73.94223,135,31,5,41,0.45,292,1,purple
679,397034,40.7824,-73.98294,125,57,1,25,0.27,339,1,purple
680,397420,40.82703,-73.94311,85,2,3,6,0.07,0,1,purple
681,398281,40.78521,-73.95489,200,46,7,30,0.32,338,1,purple
682,398283,40.66106,-73.98316,250,334,3,17,0.41,0,1,purple
683,399946,40.72123,-73.98996,90,27,10,72,0.78,339,1,purple
684,401039,40.84886,-73.91223,50,22,3,164,1.79,352,1,purple
685,401836,40.76494,-73.95804,300,361,4,22,0.24,20,1,purple
686,403056,40.79314,-73.94853,125,81,3,81,0.87,15,1,purple
687,404502,40.7093,-73.96484,123,143,4,277,3.01,44,1,purple
688,404923,40.64791,-73.97904,88,126,3,261,2.8,234,1,purple
689,405025,40.75453,-73.93377,215,123,2,80,1.18,345,1,purple
690,405408,40.72057,-73.99976,225,12,3,144,1.56,0,1,purple
691,407469,40.68979,-73.91661,75,26,3,115,1.24,339,1,purple
692,408983,40.65937,-73.95906,229,31,1,101,1.09,337,1,purple
693,409262,40.68599,-73.98826,300,9,29,23,0.25,0,1,purple
694,409293,40.79477,-73.95046,100,187,3,68,0.73,38,1,purple
695,411525,40.71472,-73.96225,120,301,6,62,0.67,4,1,purple
696,411918,40.66924,-73.94406,180,299,5,130,1.45,180,1,purple
697,412061,40.67259,-73.95489,125,53,30,59,0.64,219,1,purple
698,412180,40.69321,-73.9442,95,301,5,9,0.1,0,1,purple
699,413504,40.71348,-73.94447,119,25,3,137,1.48,1,1,purple
700,413775,40.75816,-73.96457,275,21,2,18,0.25,139,1,purple
701,416557,40.72212,-73.94389,100,112,2,44,0.5,1,1,purple
702,417685,40.66626,-73.97933,160,51,2,161,1.84,299,1,purple
703,418291,40.72978,-73.9793,102,358,4,34,0.37,284,1,purple
704,419373,40.68838,-73.94193,90,113,2,220,2.43,302,1,purple
705,419792,40.71804,-73.98565,200,363,7,4,0.17,12,1,purple
706,421539,40.78959,-73.94902,199,290,3,39,0.42,117,1,purple
707,423015,40.69018,-73.9553,45,327,20,44,0.66,77,1,purple
708,424192,40.7559,-73.99469,325,1,30,18,0.19,364,1,purple
709,424667,40.75962,-73.9842,99,44,5,135,1.47,358,1,purple
710,424767,40.74406,-73.98273,325,117,2,212,2.29,220,1,purple
711,428226,40.67436,-73.956,55,323,2,68,0.74,75,1,purple
712,431865,40.83451,-73.93885,265,12,3,68,1.09,329,1,purple
713,433218,40.67763,-73.97185,130,360,6,48,0.52,0,1,purple
714,433414,40.68472,-73.96691,150,89,20,93,1.02,0,1,purple
715,434792,40.67302,-73.98756,138,21,3,107,1.16,0,1,purple
716,435909,40.73775,-74.00344,151,330,88,19,0.21,35,1,purple
717,436510,40.7108,-73.96226,200,8,3,18,0.2,343,1,purple
718,436619,40.72507,-73.98861,110,45,2,83,0.93,255,1,purple
719,436824,40.82726,-73.9444,70,89,1,18,0.3,349,1,purple
720,437352,40.67078,-73.98815,110,237,115,16,0.18,252,1,purple
721,438513,40.65814,-73.96181,150,198,3,94,1.02,155,1,purple
722,439750,40.71517,-73.94292,55,31,150,10,0.13,247,1,purple
723,439870,40.66859,-73.98235,345,173,10,1,0.31,195,1,purple
724,442636,40.70054,-73.90255,77,257,3,313,3.38,100,1,purple
725,444171,40.68813,-73.92817,189,20,7,7,0.09,340,1,purple
726,444430,40.81128,-73.92399,49,13,1,23,0.26,0,1,purple
727,446367,40.77593,-73.97699,95,57,4,23,0.27,284,1,purple
728,447766,40.73903,-73.97975,100,146,1,1,0.02,157,1,purple
729,448048,40.75193,-73.87873,72,0,5,32,0.38,180,1,purple
730,448049,40.74906,-73.89377,79,0,7,55,0.6,365,1,purple
731,449034,40.71756,-73.95282,90,18,1,156,1.69,346,1,purple
732,449130,40.8179,-73.94319,94,319,1,120,1.3,53,1,purple
733,449660,40.64814,-73.97304,80,18,2,127,1.37,358,1,purple
734,449680,40.81611,-73.89909,100,343,5,90,1.0,155,1,purple
735,450011,40.68286,-73.93463,129,74,7,19,0.21,218,1,purple
736,450577,40.77555,-73.9767,250,47,3,78,0.85,332,1,purple
737,450578,40.6397,-74.0162,55,11,7,29,0.31,339,1,purple
738,452541,40.66034,-73.9829,135,117,3,139,1.53,251,1,purple
739,453094,40.68699,-73.9635,70,24,2,361,3.91,314,1,purple
740,453161,40.72183,-73.94908,260,359,2,7,0.09,0,1,purple
741,453255,40.71986,-73.9869,225,228,6,14,0.15,78,1,purple
742,453317,40.68881,-73.95405,59,212,21,7,0.08,0,1,purple
743,454929,40.72981,-73.98318,239,277,2,72,1.3,72,1,purple
744,455734,40.86929,-73.92421,120,38,3,130,1.46,32,1,purple
745,456190,40.73357,-74.00723,174,187,2,288,3.18,167,1,purple
746,456526,40.81713,-73.94217,75,272,3,45,1.77,70,1,purple
747,457829,40.72917,-73.98811,210,355,1,179,1.96,0,1,purple
748,458154,40.7061,-73.94531,55,291,5,146,1.58,281,1,purple
